#   X	        Y	        Z	    Scalar field
-2.14825487	1.05048060	0.38190216	-1574.000000
-2.35359025	0.13668530	0.38157642	-1696.000000
-2.35142374	0.13540407	0.38161525	-1682.000000
-2.23057437	0.89298850	0.38042444	-1667.000000
-2.35212588	0.13589220	0.38170367	-1678.000000
-2.18970847	0.93775308	0.38111791	-1651.000000
-2.22532463	0.90000689	0.38046938	-1670.000000
-2.26458788	0.52254009	0.38186574	-1527.000000
-2.20507622	1.05414891	0.38113216	-1655.000000
-2.28226328	0.44377571	0.38086969	-1603.000000
-2.26029634	0.65712124	0.38105220	-1609.000000
-2.19122624	1.00623417	0.38111043	-1554.000000
-2.35883951	0.13998196	0.38167942	-1660.000000
-2.35688663	0.13912776	0.38174731	-1653.000000
-2.18921137	1.01639712	0.38147813	-1614.000000
-2.35304117	0.13705237	0.38185307	-1684.000000
-2.35450697	0.13674766	0.38209236	-1684.000000
-2.20760679	1.07056713	0.38099372	-1637.000000
-2.25778651	0.71333474	0.38060504	-1658.000000
-2.22503662	0.76212811	0.38078171	-1614.000000
-2.16415715	1.02609825	0.38170841	-1600.000000
-2.14639616	1.01797926	0.38171023	-1576.000000
-2.35270476	0.13961513	0.38145593	-1652.000000
-2.35313201	0.14059222	0.38154605	-1680.000000
-2.35160637	0.14050011	0.38167313	-1678.000000
-2.20878959	0.83466679	0.38003707	-1687.000000
-2.34855437	0.13427468	0.38150328	-1671.000000
-2.35102773	0.13323715	0.38189259	-1669.000000
-2.18671179	0.97443455	0.38071293	-1598.000000
-2.34992909	0.13531196	0.38174221	-1671.000000
-2.35041595	0.13622785	0.38143516	-1687.000000
-2.18652129	1.06128788	0.38140413	-1583.000000
-2.34913588	0.13528198	0.38198885	-1659.000000
-2.34919572	0.13570881	0.38162246	-1680.000000
-2.18071222	0.86637092	0.38075560	-1531.000000
-2.26446819	0.47319263	0.38088325	-1491.000000
-2.21565294	0.85966051	0.37978810	-1582.000000
-2.21054840	0.69526243	0.38086236	-1487.000000
-2.22089601	0.94096059	0.38076904	-1659.000000
-2.34632659	0.13415243	0.38154075	-1662.000000
-2.20130134	0.94483417	0.38052705	-1641.000000
-2.20839143	0.87504113	0.38078168	-1646.000000
-2.21460342	0.72019571	0.38047075	-1584.000000
-2.34455681	0.13439627	0.38163850	-1654.000000
-2.21089768	0.81559306	0.38003939	-1579.000000
-2.15921426	0.99194854	0.38100946	-1587.000000
-2.14034796	1.07754874	0.38194516	-1572.000000
-2.20815706	0.76285875	0.38016525	-1613.000000
-2.19545984	0.80411673	0.38088918	-1534.000000
-2.24871874	0.51329118	0.38164884	-1605.000000
-2.35102606	0.13796699	0.38155431	-1666.000000
-2.26071501	0.72929513	0.38067955	-1657.000000
-2.20857286	0.86750269	0.37999076	-1628.000000
-2.23317027	0.88169688	0.38054332	-1681.000000
-2.35011172	0.14043900	0.38180012	-1678.000000
-2.34745669	0.13961467	0.38174832	-1668.000000
-2.34916639	0.13897400	0.38201797	-1653.000000
-2.34837222	0.14031686	0.38192797	-1678.000000
-2.20898032	1.05698705	0.38065982	-1636.000000
-2.17114162	1.04709506	0.38140103	-1629.000000
-2.22114730	0.62565392	0.38147128	-1520.000000
-2.34538078	0.13689844	0.38178653	-1619.000000
-2.17690206	0.82495850	0.38078845	-1432.000000
-2.17661119	0.97632557	0.38092849	-1611.000000
-2.23399806	0.82728368	0.37989616	-1650.000000
-2.34461737	0.13729531	0.38166684	-1641.000000
-2.24694920	0.50013781	0.38126412	-1571.000000
-2.34504580	0.13842438	0.38175687	-1639.000000
-2.34553242	0.13918731	0.38144988	-1653.000000
-2.16846347	0.96918356	0.38083696	-1602.000000
-2.22794771	0.64475816	0.38040239	-1590.000000
-2.21603322	1.01350081	0.38035271	-1598.000000
-2.23241782	0.78477275	0.38044119	-1637.000000
-2.19290471	0.98728317	0.38047314	-1575.000000
-2.26563168	0.42933872	0.38077882	-1609.000000
-2.36506176	0.15237348	0.38125673	-1709.000000
-2.37086320	0.14144833	0.38166988	-1707.000000
-2.24211431	0.85111982	0.38049865	-1623.000000
-2.37342882	0.14227304	0.38248497	-1681.000000
-2.37342715	0.14334084	0.38208747	-1669.000000
-2.37388563	0.14379895	0.38217774	-1679.000000
-2.19854975	1.00287783	0.38075182	-1608.000000
-2.15469503	1.02475512	0.38143539	-1604.000000
-2.37244844	0.14437848	0.38157120	-1661.000000
-2.26327896	0.47154456	0.38101000	-1547.000000
-2.36707997	0.14123517	0.38223153	-1690.000000
-2.36964273	0.14092930	0.38185719	-1700.000000
-2.37061930	0.14068548	0.38200706	-1709.000000
-2.36887932	0.14132614	0.38173750	-1702.000000
-2.26722240	0.40965512	0.38121116	-1561.000000
-2.23512816	0.83393705	0.38043818	-1638.000000
-2.22840238	0.95109349	0.38089123	-1693.000000
-2.26978278	0.67445594	0.38021830	-1548.000000
-2.20071125	1.05417824	0.38090262	-1629.000000
-2.29480052	0.49550429	0.38113886	-1618.000000
-2.36997867	0.14312738	0.38194701	-1665.000000
-2.17941475	1.01642597	0.38126659	-1608.000000
-2.25663114	0.43379393	0.38135648	-1545.000000
-2.36921573	0.14389023	0.38182715	-1681.000000
-2.36723328	0.14273022	0.38226131	-1677.000000
-2.22634077	0.81074291	0.38014260	-1651.000000
-2.36707735	0.14340082	0.38149849	-1676.000000
-2.18815422	0.88263744	0.38017297	-1609.000000
-2.15381145	1.01736915	0.38156396	-1608.000000
-2.37428260	0.14495903	0.38226682	-1654.000000
-2.21622682	0.93497890	0.38051242	-1655.000000
-2.22512603	0.75761181	0.38020357	-1596.000000
-2.20421004	0.86426842	0.38031277	-1604.000000
-2.20549822	0.79999852	0.38027892	-1577.000000
-2.18466067	1.03781950	0.38111675	-1569.000000
-2.17336798	1.06732941	0.38156676	-1615.000000
-2.18707371	1.01007962	0.38075531	-1530.000000
-2.15561390	0.99957824	0.38138369	-1596.000000
-2.22654223	0.65748298	0.38040084	-1604.000000
-2.23142838	0.64234781	0.38084906	-1585.000000
-2.22298956	0.76682764	0.38035917	-1576.000000
-2.23825169	0.75392067	0.38083294	-1599.000000
-2.24190784	0.77885365	0.37998465	-1649.000000
-2.36781192	0.14633116	0.38201359	-1667.000000
-2.36973310	0.14712535	0.38194585	-1649.000000
-2.26846981	0.70051813	0.38085094	-1647.000000
-2.18121672	0.98374188	0.38051358	-1596.000000
-2.18027973	0.90634871	0.38046250	-1538.000000
-2.36704826	0.14697202	0.38189381	-1660.000000
-2.25104427	0.45079133	0.38136667	-1478.000000
-2.36744571	0.14819311	0.38198289	-1675.000000
-2.21877933	0.75547409	0.38025668	-1552.000000
-2.36436391	0.14126484	0.38217950	-1681.000000
-2.36500287	0.14065458	0.38150668	-1691.000000
-2.16749692	0.88455850	0.38103449	-1477.000000
-2.26746464	0.69023407	0.38098127	-1592.000000
-2.36436272	0.14211966	0.38181308	-1674.000000
-2.36390543	0.14172256	0.38172281	-1669.000000
-2.20470500	1.08988488	0.38111591	-1545.000000
-2.16992640	0.98984390	0.38124999	-1583.000000
-2.36622405	0.14446884	0.38174477	-1667.000000
-2.22553682	0.64594799	0.38047081	-1556.000000
-2.23830104	0.84855545	0.38054252	-1622.000000
-2.36543107	0.14440788	0.38199142	-1670.000000
-2.20939302	0.91163206	0.38042447	-1654.000000
-2.30350471	0.43529418	0.38095546	-1683.000000
-2.20120049	1.05079150	0.38114664	-1647.000000
-2.36262393	0.14199750	0.38191092	-1683.000000
-2.36234879	0.14242446	0.38188061	-1674.000000
-2.36161757	0.14193650	0.38212729	-1694.000000
-2.36192155	0.14160037	0.38179043	-1676.000000
-2.14941168	1.07382679	0.38179493	-1562.000000
-2.36094546	0.14108135	0.38200790	-1681.000000
-2.36061001	0.14233232	0.38197842	-1683.000000
-2.16413331	0.94034410	0.38101840	-1569.000000
-2.36140251	0.14260729	0.38173068	-1678.000000
-2.36253166	0.14349249	0.38191050	-1681.000000
-2.36161613	0.14306530	0.38176072	-1673.000000
-2.36253166	0.14379749	0.38191032	-1678.000000
-2.23462105	0.50718558	0.38178951	-1343.000000
-2.20721960	0.71778411	0.38107538	-1550.000000
-2.36518693	0.14468284	0.38196212	-1677.000000
-2.27111983	0.49959165	0.38133731	-1592.000000
-2.31714535	0.45055494	0.38126978	-1644.000000
-2.36549091	0.14471370	0.38162506	-1665.000000
-2.23515701	0.83747691	0.38025334	-1618.000000
-2.20403934	1.03333557	0.38077974	-1641.000000
-2.20981264	0.98273820	0.38063234	-1623.000000
-2.29455876	0.47987935	0.38133028	-1624.000000
-2.36573696	0.14733796	0.38208097	-1679.000000
-2.20609236	0.96229082	0.38074666	-1660.000000
-2.17919064	0.82041162	0.38047808	-1507.000000
-2.36448550	0.14724690	0.38226819	-1683.000000
-2.17297220	1.04840827	0.38136330	-1623.000000
-2.16853213	0.89078331	0.38044801	-1535.000000
-2.24890685	0.45646700	0.38118795	-1542.000000
-2.22776699	0.63795239	0.38083333	-1545.000000
-2.23020887	0.62675256	0.38070869	-1529.000000
-2.25726604	0.52083057	0.38253185	-1444.000000
-2.21129799	0.80555344	0.38068399	-1629.000000
-2.18327546	0.87137610	0.38068369	-1591.000000
-2.35938931	0.14581126	0.38219377	-1682.000000
-2.35923386	0.14617687	0.38143110	-1667.000000
-2.21967268	0.69035023	0.38052952	-1559.000000
-2.36207318	0.14739843	0.38187909	-1676.000000
-2.19822335	0.90506971	0.38031265	-1628.000000
-2.18847847	1.00821781	0.38084358	-1615.000000
-2.24912572	0.66038579	0.38062960	-1604.000000
-2.27252460	0.48591986	0.38146132	-1613.000000
-2.20460153	0.91404259	0.38065314	-1636.000000
-2.36097598	0.14816141	0.38209635	-1667.000000
-2.35932684	0.14767309	0.38182706	-1656.000000
-2.37199330	0.14953580	0.38233319	-1697.000000
-2.25046229	0.45753515	0.38112029	-1577.000000
-2.37437224	0.14862087	0.38192976	-1670.000000
-2.15872931	0.97189873	0.38150886	-1576.000000
-2.37379169	0.15008578	0.38183898	-1713.000000
-2.19440341	0.95398831	0.38048443	-1626.000000
-2.37342691	0.15072688	0.38217586	-1700.000000
-2.37424994	0.15042086	0.38192928	-1702.000000
-2.37293816	0.15109278	0.38208529	-1716.000000
-2.37364054	0.15148993	0.38220480	-1724.000000
-2.37214518	0.15139782	0.38236275	-1724.000000
-2.37119889	0.15097065	0.38221315	-1711.000000
-2.36765862	0.14858915	0.38201299	-1679.000000
-2.36939812	0.14868130	0.38191518	-1679.000000
-2.22247481	0.71543539	0.37992796	-1562.000000
-2.28765798	0.50731349	0.38118675	-1598.000000
-2.27457070	0.46800596	0.38118833	-1581.000000
-2.24962926	0.78654474	0.38038328	-1639.000000
-2.16107345	1.01141870	0.38105482	-1589.000000
-2.13274908	1.06958282	0.38185221	-1509.000000
-2.13855195	1.02978849	0.38179144	-1556.000000
-2.37000823	0.15051241	0.38200426	-1693.000000
-2.22709394	0.92539746	0.38109210	-1687.000000
-2.36802459	0.15039022	0.38207191	-1697.000000
-2.36872578	0.15194617	0.38182482	-1727.000000
-2.37403679	0.15295403	0.38229477	-1720.000000
-2.29791522	0.48683774	0.38131577	-1605.000000
-2.13058162	1.07388556	0.38185728	-1474.000000
-2.37196064	0.15475464	0.38199574	-1702.000000
-2.24651718	0.77967834	0.38033596	-1674.000000
-2.37095308	0.15536444	0.38184580	-1695.000000
-2.29660130	0.48738632	0.38076988	-1594.000000
-2.26428509	0.72236848	0.38048810	-1656.000000
-2.19481683	1.09598768	0.38099268	-1610.000000
-2.21454835	0.66657668	0.38046613	-1558.000000
-2.36985350	0.15386923	0.38163614	-1708.000000
-2.36710882	0.15325907	0.38198155	-1697.000000
-2.24842739	0.63227874	0.38076764	-1620.000000
-2.25674701	0.71840048	0.38033199	-1653.000000
-2.37022185	0.15463249	0.38209257	-1692.000000
-2.21583557	0.88386184	0.38047770	-1624.000000
-2.36851215	0.15521215	0.38182396	-1683.000000
-2.21550083	0.63120717	0.38121325	-1509.000000
-2.15613341	0.99011749	0.38160056	-1583.000000
-2.18155169	1.00553095	0.38083684	-1593.000000
-2.18157411	1.08860028	0.38143718	-1599.000000
-2.26230836	0.67836237	0.38079017	-1642.000000
-2.25378084	0.77601725	0.38046569	-1618.000000
-2.36585855	0.14959598	0.38210949	-1693.000000
-2.22785568	0.92121625	0.38057262	-1687.000000
-2.36521745	0.15170188	0.38204956	-1718.000000
-2.15991569	1.01544785	0.38154465	-1599.000000
-2.24335361	0.69734114	0.38069168	-1644.000000
-2.22043777	0.66578346	0.38060001	-1525.000000
-2.22636843	0.83338690	0.38025445	-1635.000000
-2.26037693	0.48405623	0.38098350	-1603.000000
-2.20501113	0.79407746	0.38025242	-1604.000000
-2.21638918	0.82426059	0.37983400	-1557.000000
-2.23295856	0.86518693	0.38073510	-1669.000000
-2.30307078	0.49950323	0.38104850	-1619.000000
-2.36143279	0.14959531	0.38178816	-1697.000000
-2.20448661	0.83335328	0.38008198	-1668.000000
-2.35923457	0.14916807	0.38182664	-1692.000000
-2.36088371	0.14993140	0.38209578	-1705.000000
-2.19743562	0.85379958	0.38021731	-1584.000000
-2.35960340	0.14987034	0.38228309	-1699.000000
-2.36155605	0.15072553	0.38221520	-1698.000000
-2.35908389	0.15057224	0.38219246	-1694.000000
-2.30481052	0.50063258	0.38134718	-1619.000000
-2.15982223	1.02719688	0.38153923	-1610.000000
-2.36647010	0.15402131	0.38262430	-1672.000000
-2.17780805	0.89810938	0.38035271	-1599.000000
-2.20227766	0.68863940	0.38073999	-1465.000000
-2.15390253	1.02124512	0.38147077	-1569.000000
-2.36561298	0.15395977	0.38174215	-1670.000000
-2.36423850	0.15276951	0.38150331	-1690.000000
-2.21391749	0.82871646	0.38008401	-1623.000000
-2.20920205	0.72059220	0.38079345	-1566.000000
-2.15094614	0.97009760	0.38104755	-1530.000000
-2.19272304	1.00284767	0.38147312	-1594.000000
-2.27067327	0.63283014	0.38041869	-1628.000000
-2.18972826	1.02820718	0.38116565	-1603.000000
-2.36356831	0.15487556	0.38180950	-1658.000000
-2.36399531	0.15566865	0.38186869	-1675.000000
-2.21515465	0.96500784	0.38065431	-1657.000000
-2.30704832	0.41027075	0.38116995	-1652.000000
-2.17804718	0.95120949	0.38066199	-1575.000000
-2.36185956	0.15411241	0.38190752	-1658.000000
-2.36097431	0.15286125	0.38175806	-1689.000000
-2.36060905	0.15402037	0.38209471	-1655.000000
-2.35941744	0.15356314	0.38191590	-1648.000000
-2.23595095	0.84644920	0.38049033	-1614.000000
-2.16956139	0.97397465	0.38092297	-1553.000000
-2.25253367	0.48527628	0.38088688	-1545.000000
-2.21377826	0.97941148	0.38019383	-1631.000000
-2.19133162	0.85453081	0.38011521	-1616.000000
-2.17063618	0.90817869	0.38067654	-1595.000000
-2.35935497	0.15578994	0.38151801	-1658.000000
-2.35725188	0.14904588	0.38189426	-1678.000000
-2.18029857	1.02503204	0.38119847	-1648.000000
-2.35422873	0.14327727	0.38135809	-1682.000000
-2.35883760	0.14498679	0.38134196	-1678.000000
-2.35184884	0.14535201	0.38139495	-1662.000000
-2.25968099	0.68562484	0.38033831	-1674.000000
-2.34934688	0.14187269	0.38134393	-1695.000000
-2.17280197	0.91141379	0.38045478	-1578.000000
-2.20584178	1.02875793	0.38111201	-1631.000000
-2.34840012	0.14580952	0.38122314	-1636.000000
-2.28961372	0.47728455	0.38085893	-1640.000000
-2.24531078	0.64976513	0.38031143	-1653.000000
-2.34666038	0.14571838	0.38132095	-1646.000000
-2.23777151	0.68003762	0.38093162	-1638.000000
-2.21778893	0.87635499	0.38032287	-1626.000000
-2.19711280	0.75293875	0.38060370	-1523.000000
-2.34891772	0.15288965	0.38137099	-1668.000000
-2.20334125	0.74216765	0.38098532	-1566.000000
-2.15401959	1.08817065	0.38229167	-1537.000000
-2.34907079	0.15392768	0.38139999	-1655.000000
-2.22267127	0.88935566	0.38063538	-1655.000000
-2.13854933	1.05182242	0.38178068	-1548.000000
-2.34348559	0.15252297	0.38126716	-1665.000000
-2.18007064	0.86341065	0.38048416	-1598.000000
-2.20337343	0.98676556	0.38077372	-1639.000000
-2.16842389	1.06448972	0.38146251	-1602.000000
-2.34647632	0.15606338	0.38137752	-1653.000000
-2.24710226	0.72990435	0.38020533	-1638.000000
-2.19366193	1.06296766	0.38131866	-1632.000000
-2.25073743	0.46229625	0.38130105	-1530.000000
-2.26113653	0.79142946	0.38119680	-1692.000000
-2.26055694	0.77894723	0.38083881	-1647.000000
-2.35865736	0.14175212	0.38204616	-1690.000000
-2.35700727	0.14233162	0.38141033	-1687.000000
-2.18764710	1.07596684	0.38099623	-1590.000000
-2.17823958	0.86072546	0.38043055	-1591.000000
-2.35774207	0.14422414	0.38229200	-1646.000000
-2.35545039	0.14306448	0.38153717	-1681.000000
-2.35636854	0.14272887	0.38208327	-1698.000000
-2.35667229	0.14275873	0.38174626	-1696.000000
-2.30085254	0.41686097	0.38112625	-1638.000000
-2.23386908	0.90589792	0.38049921	-1675.000000
-2.35587764	0.14382759	0.38162637	-1687.000000
-2.35255265	0.14101930	0.38182175	-1680.000000
-2.24478459	0.47859156	0.38128182	-1479.000000
-2.16586876	0.98734140	0.38126466	-1611.000000
-2.35511708	0.14266780	0.38224044	-1694.000000
-2.15833640	0.92761737	0.38086081	-1486.000000
-2.35511565	0.14333862	0.38187411	-1696.000000
-2.18640423	1.02411795	0.38160568	-1640.000000
-2.23554444	0.67973232	0.38093913	-1635.000000
-2.35172796	0.14282015	0.38170159	-1686.000000
-2.35288858	0.14318638	0.38191158	-1695.000000
-2.30609202	0.50957477	0.38146058	-1631.000000
-2.20992494	0.79270524	0.38054183	-1611.000000
-2.35584760	0.14455958	0.38162610	-1669.000000
-2.25015473	0.73011774	0.38028711	-1654.000000
-2.35828876	0.14492588	0.38164884	-1669.000000
-2.35804462	0.14471282	0.38158876	-1680.000000
-2.35838199	0.14614709	0.38204491	-1655.000000
-2.22841144	0.62446374	0.38144779	-1534.000000
-2.18310332	1.04291523	0.38084441	-1618.000000
-2.35889959	0.14691000	0.38173684	-1676.000000
-2.27993703	0.50117844	0.38091034	-1595.000000
-2.23599243	0.51039058	0.38138741	-1503.000000
-2.16009808	1.01221287	0.38133264	-1596.000000
-2.35542011	0.14742853	0.38159612	-1642.000000
-2.26178694	0.44355956	0.38136458	-1509.000000
-2.35157466	0.14504711	0.38170102	-1650.000000
-2.20053148	1.02451527	0.38088667	-1622.000000
-2.35401702	0.14587142	0.38172352	-1641.000000
-2.23123431	0.73212963	0.38056180	-1607.000000
-2.24166965	0.72276253	0.37979984	-1610.000000
-2.35371161	0.14687838	0.38169304	-1634.000000
-2.20501041	0.80555260	0.38049084	-1590.000000
-2.35468817	0.14663455	0.38184294	-1653.000000
-2.22793674	0.73591417	0.38026589	-1620.000000
-2.35459685	0.14813055	0.38184249	-1644.000000
-2.35377383	0.14837457	0.38208911	-1641.000000
-2.35148358	0.14672612	0.38170052	-1641.000000
-2.35294795	0.14727522	0.38157338	-1637.000000
-2.18185711	0.99662006	0.38068816	-1584.000000
-2.15792680	1.05060351	0.38135108	-1616.000000
-2.23794746	0.50471401	0.38184071	-1483.000000
-2.18115020	1.04981208	0.38103053	-1597.000000
-2.17712545	1.02597773	0.38120851	-1637.000000
-2.18055654	0.89572895	0.38098580	-1572.000000
-2.19584894	0.86646461	0.38073540	-1627.000000
-2.23154855	0.65522575	0.38069034	-1583.000000
-2.20250607	1.09394336	0.38072422	-1551.000000
-2.34965444	0.14300312	0.38213637	-1682.000000
-2.35044670	0.14306408	0.38188973	-1693.000000
-2.35020256	0.14272805	0.38185972	-1686.000000
-2.35041547	0.14422290	0.38152227	-1645.000000
-2.18480992	1.07379961	0.38125071	-1614.000000
-2.34846377	0.14263588	0.38195750	-1689.000000
-2.34916496	0.14416185	0.38170943	-1652.000000
-2.18935132	0.83628166	0.38028365	-1586.000000
-2.26971745	0.45408899	0.38032618	-1555.000000
-2.23200607	0.66663992	0.38092726	-1525.000000
-2.34681511	0.14214757	0.38168818	-1695.000000
-2.21478295	1.01374483	0.38060072	-1614.000000
-2.21208835	0.81437230	0.38015807	-1595.000000
-2.34379387	0.14236136	0.38197312	-1667.000000
-2.24841976	0.45857310	0.38155454	-1477.000000
-2.34553218	0.14318532	0.38147795	-1673.000000
-2.23838282	0.68138069	0.38108194	-1638.000000
-2.20118332	0.88630068	0.37964004	-1655.000000
-2.22550583	0.65299702	0.38077247	-1601.000000
-2.24919891	0.81504864	0.38030979	-1598.000000
-2.18029332	1.07959819	0.38141581	-1590.000000
-2.21495104	0.88071871	0.38054314	-1629.000000
-2.34806633	0.14513882	0.38192660	-1666.000000
-2.35081363	0.14498617	0.38197857	-1652.000000
-2.26422191	0.75264162	0.38083953	-1673.000000
-2.24981213	0.78233367	0.38020173	-1613.000000
-2.34910369	0.14519984	0.38170913	-1659.000000
-2.34812617	0.14550464	0.38152924	-1643.000000
-2.20525599	1.07319188	0.38084725	-1612.000000
-2.34974384	0.14663395	0.38179830	-1657.000000
-2.18755460	1.08567166	0.38086981	-1596.000000
-2.20570230	0.88538653	0.38023654	-1653.000000
-2.20198989	1.07590747	0.38097873	-1615.000000
-2.16891217	1.07675815	0.38197291	-1623.000000
-2.27899814	0.44975653	0.38130456	-1628.000000
-2.25232196	0.70964086	0.37998396	-1642.000000
-2.16691542	0.89960349	0.38112006	-1524.000000
-2.22322464	0.83973348	0.38016975	-1628.000000
-2.24905753	0.48091224	0.38166353	-1529.000000
-2.24941111	0.83927989	0.38087624	-1630.000000
-2.24241972	0.85728389	0.38049462	-1674.000000
-2.20754647	0.77649987	0.38043562	-1579.000000
-2.34360909	0.14623615	0.38160482	-1667.000000
-2.17210603	0.86990988	0.38084337	-1511.000000
-2.21705294	0.92646414	0.38087985	-1667.000000
-2.15445209	1.01321912	0.38138086	-1590.000000
-2.20718241	1.03303099	0.38079950	-1638.000000
-2.22719097	0.85621417	0.38051459	-1641.000000
-2.34428144	0.14712226	0.38169417	-1657.000000
-2.17661452	0.94577748	0.38088238	-1611.000000
-2.25259566	0.73518407	0.38052058	-1613.000000
-2.18892837	1.08670890	0.38110873	-1601.000000
-2.35892844	0.15093786	0.38142979	-1712.000000
-2.16373467	0.95053703	0.38086173	-1552.000000
-2.35563445	0.15072475	0.38202080	-1673.000000
-2.22516870	0.66721898	0.38064465	-1538.000000
-2.16442466	1.07208836	0.38141108	-1620.000000
-2.35691428	0.15160963	0.38146713	-1680.000000
-2.23408484	0.63383311	0.38087541	-1592.000000
-2.35151458	0.14898433	0.38212729	-1666.000000
-2.22049332	0.97880232	0.38032487	-1647.000000
-2.35453582	0.14886254	0.38184234	-1662.000000
-2.25672793	0.39335814	0.38164991	-1357.000000
-2.28519011	0.46205601	0.38079005	-1603.000000
-2.20253563	0.82297724	0.38033849	-1612.000000
-2.24843931	0.79280072	0.38053617	-1681.000000
-2.17166042	1.04489815	0.38133937	-1616.000000
-2.24707246	0.49363789	0.38141990	-1554.000000
-2.35389566	0.15060259	0.38211861	-1665.000000
-2.19133306	0.84357589	0.38024253	-1574.000000
-2.24830317	0.64720166	0.38066876	-1550.000000
-2.19955182	0.76413894	0.38043812	-1565.000000
-2.35365009	0.15163937	0.38172191	-1661.000000
-2.35264254	0.15200520	0.38157207	-1678.000000
-2.35529757	0.15328752	0.38162366	-1655.000000
-2.35770893	0.15307398	0.38201278	-1680.000000
-2.29413033	0.49611536	0.38141480	-1622.000000
-2.19869947	1.02082300	0.38077256	-1619.000000
-2.35789299	0.15383703	0.38204280	-1653.000000
-2.25333095	0.71583641	0.38083258	-1635.000000
-2.35676265	0.15258580	0.38186416	-1698.000000
-2.21125436	0.91923141	0.38078061	-1636.000000
-2.29620266	0.52535069	0.38163763	-1519.000000
-2.24258447	0.73652583	0.38021705	-1633.000000
-2.35758543	0.15566780	0.38164592	-1653.000000
-2.26529789	0.41646069	0.38072520	-1591.000000
-2.35541964	0.15508854	0.38165337	-1658.000000
-2.19833732	0.71894282	0.38052523	-1530.000000
-2.35657930	0.15560679	0.38186330	-1664.000000
-2.15985060	1.04993284	0.38155901	-1607.000000
-2.35407734	0.15240248	0.38181114	-1687.000000
-2.13305545	1.06775212	0.38215810	-1493.000000
-2.18883634	0.81009781	0.38060319	-1522.000000
-2.19371271	0.85856014	0.38031933	-1629.000000
-2.21230936	1.03541172	0.38087335	-1616.000000
-2.25889349	0.63557571	0.38024336	-1616.000000
-2.35367990	0.15469140	0.38175035	-1669.000000
-2.19835544	0.82560188	0.38062507	-1608.000000
-2.19684362	0.97895288	0.38089117	-1628.000000
-2.18048024	1.03626311	0.38119236	-1603.000000
-2.35294771	0.15493527	0.38166162	-1666.000000
-2.18633056	0.82264030	0.38017836	-1585.000000
-2.35148144	0.15527098	0.38142234	-1671.000000
-2.25016499	0.64704883	0.38054067	-1584.000000
-2.17891479	0.83032948	0.38026017	-1547.000000
-2.18792200	1.09684122	0.38168713	-1640.000000
-2.24182701	0.70063692	0.38063410	-1659.000000
-2.15091467	1.01404309	0.38206318	-1520.000000
-2.35007882	0.14962487	0.38152075	-1677.000000
-2.19339252	1.00922549	0.38119280	-1610.000000
-2.16461897	0.96378118	0.38106635	-1574.000000
-2.21845675	0.64722914	0.38055465	-1523.000000
-2.22279501	0.62800312	0.38146466	-1525.000000
-2.18945432	1.01902092	0.38089606	-1621.000000
-2.22367907	0.87421864	0.38027343	-1654.000000
-2.17157578	0.96646786	0.38070595	-1578.000000
-2.35017037	0.15185289	0.38155034	-1668.000000
-2.34797239	0.15127265	0.38158789	-1655.000000
-2.34916425	0.15179189	0.38176671	-1659.000000
-2.25197840	0.80784714	0.38073111	-1662.000000
-2.34437251	0.14925832	0.38175380	-1661.000000
-2.34568501	0.14861737	0.38156679	-1668.000000
-2.34705853	0.14977765	0.38180566	-1666.000000
-2.27194405	0.49238867	0.38121611	-1608.000000
-2.18916869	0.82489872	0.38035083	-1572.000000
-2.25866842	0.47673196	0.38080972	-1591.000000
-2.20563650	0.67103076	0.38079846	-1454.000000
-2.34577560	0.15111940	0.38159525	-1654.000000
-2.34724164	0.15053968	0.38183472	-1657.000000
-2.19101071	1.01563406	0.38089257	-1542.000000
-2.19494152	1.08506191	0.38142562	-1629.000000
-2.17766833	1.09418499	0.38166139	-1602.000000
-2.23832226	0.66548055	0.38069290	-1608.000000
-2.34476805	0.15151621	0.38144639	-1657.000000
-2.19333887	0.91614616	0.38029245	-1626.000000
-2.34834099	0.15246291	0.38201413	-1641.000000
-2.25593352	0.64726377	0.38107145	-1588.000000
-2.35026264	0.15334810	0.38197631	-1650.000000
-2.34733200	0.15380554	0.38149780	-1650.000000
-2.34821725	0.15536171	0.38164610	-1664.000000
-2.24874902	0.50230497	0.38125712	-1583.000000
-2.25039768	0.50593638	0.38164687	-1609.000000
-2.17742038	0.83054358	0.38081402	-1475.000000
-2.34534836	0.15368335	0.38156542	-1652.000000
-2.17783380	0.94550252	0.38066548	-1634.000000
-2.31156421	0.41994536	0.38139427	-1668.000000
-2.26416516	0.71034455	0.38067737	-1668.000000
-2.19262457	0.77124918	0.38051862	-1541.000000
-2.24145794	0.49705541	0.38177180	-1520.000000
-2.25303173	0.42225763	0.38152602	-1472.000000
-2.34214664	0.13317499	0.38161603	-1649.000000
-2.25052214	0.47065815	0.38117567	-1538.000000
-2.34162688	0.12618567	0.38110319	-1672.000000
-2.21207237	0.99067289	0.38147599	-1647.000000
-2.24283934	0.66566426	0.38104385	-1616.000000
-2.24906778	0.64176989	0.38091290	-1618.000000
-2.33891177	0.12530051	0.38141760	-1656.000000
-2.33872843	0.12853549	0.38141662	-1645.000000
-2.26652050	0.65559560	0.38039133	-1622.000000
-2.33598137	0.12884015	0.38136458	-1627.000000
-2.20240760	0.87299609	0.38016149	-1665.000000
-2.26904750	0.72505420	0.38095900	-1687.000000
