#   X	        Y	        Z	    Scalar field
-2.39382458	0.05670440	0.38245922	-1696.000000
-2.24014354	0.73689157	0.38025597	-1644.000000
-2.39250922	0.05697877	0.38148642	-1770.000000
-2.39290690	0.05771104	0.38194275	-1679.000000
-2.17943001	0.86896473	0.38072759	-1594.000000
-2.24988222	0.45195094	0.38085094	-1519.000000
-2.23057699	0.87412852	0.38049459	-1706.000000
-2.19977260	0.73075342	0.38136873	-1503.000000
-2.19207525	1.03965116	0.38069430	-1583.000000
-2.39184070	0.05731420	0.38252652	-1658.000000
-2.20786023	0.70957506	0.38077226	-1581.000000
-2.39058900	0.05850397	0.38234705	-1628.000000
-2.39516783	0.06073267	0.38269681	-1695.000000
-2.39620399	0.06112967	0.38244918	-1754.000000
-2.39492273	0.06109861	0.38263646	-1710.000000
-2.16669536	0.94510520	0.38054958	-1571.000000
-2.39080310	0.06021301	0.38237551	-1649.000000
-2.39287663	0.05877903	0.38194233	-1691.000000
-2.26407719	0.68882960	0.38077921	-1608.000000
-2.39235711	0.05996894	0.38185251	-1702.000000
-2.39308953	0.06027408	0.38197190	-1705.000000
-2.30627513	0.50765169	0.38142994	-1565.000000
-2.39208341	0.05874906	0.38218901	-1656.000000
-2.39208341	0.05951207	0.38218865	-1663.000000
-2.39086294	0.05993884	0.38200945	-1663.000000
-2.19655252	0.83271140	0.38001755	-1605.000000
-2.25998211	0.48213330	0.38122976	-1572.000000
-2.16044283	0.91888970	0.38101012	-1521.000000
-2.30353212	0.46944338	0.38127467	-1644.000000
-2.39101601	0.06061006	0.38243562	-1652.000000
-2.22890210	0.82176018	0.38000676	-1582.000000
-2.20457673	0.86991358	0.38070482	-1628.000000
-2.38991427	0.05426227	0.38106936	-1726.000000
-2.24116445	0.92472845	0.38189986	-1711.000000
-2.24761701	0.76441938	0.38009477	-1617.000000
-2.24478722	0.45680258	0.38129246	-1393.000000
-2.31479120	0.47402251	0.38086912	-1637.000000
-2.21222043	0.73682749	0.38056153	-1568.000000
-2.38961267	0.04834177	0.38217226	-1698.000000
-2.23503017	0.89039510	0.38053292	-1632.000000
-2.18470287	0.92011321	0.38044113	-1575.000000
-2.38790393	0.04733462	0.38226941	-1667.000000
-2.38762975	0.04873857	0.38223964	-1703.000000
-2.15103602	1.00757289	0.38163894	-1598.000000
-2.19112730	1.08161342	0.38146994	-1621.000000
-2.20836997	1.05829906	0.38066122	-1629.000000
-2.21274805	0.92744035	0.38031462	-1668.000000
-2.38680649	0.05014260	0.38248569	-1690.000000
-2.26370740	0.69368130	0.38019902	-1653.000000
-2.14324927	1.06610525	0.38230813	-1583.000000
-2.38756847	0.05063057	0.38223892	-1690.000000
-2.20534825	1.04807556	0.38037121	-1690.000000
-2.20068526	0.74470025	0.38071787	-1534.000000
-2.19477725	0.90155953	0.38075280	-1623.000000
-2.38564610	0.04727338	0.38230795	-1667.000000
-2.20982718	0.83884692	0.38006160	-1610.000000
-2.38580012	0.04870759	0.38270372	-1687.000000
-2.30914855	0.46062493	0.38110837	-1667.000000
-2.38442445	0.04821915	0.38212851	-1694.000000
-2.29107523	0.52553302	0.38159353	-1516.000000
-2.38390756	0.04724222	0.38240471	-1662.000000
-2.21338248	0.71671653	0.38047647	-1565.000000
-2.38543034	0.04937914	0.38188061	-1701.000000
-2.38537073	0.04898233	0.38227698	-1690.000000
-2.26578307	0.71745580	0.38085157	-1684.000000
-2.23417950	0.85532987	0.38033986	-1609.000000
-2.38320351	0.04931790	0.38191801	-1697.000000
-2.20345592	0.78806543	0.38044351	-1597.000000
-2.20136046	0.70792627	0.38082561	-1537.000000
-2.18532562	0.80762523	0.38031101	-1532.000000
-2.19343328	0.89786619	0.38033205	-1614.000000
-2.14444065	1.04086721	0.38185853	-1627.000000
-2.19755435	0.88642257	0.38026300	-1598.000000
-2.38998079	0.05096702	0.38259679	-1714.000000
-2.16562104	1.01035130	0.38122326	-1626.000000
-2.38784146	0.05212543	0.38190126	-1697.000000
-2.38943028	0.05365193	0.38253629	-1677.000000
-2.26514196	0.44746673	0.38089359	-1565.000000
-2.13149714	1.08511567	0.38203177	-1499.000000
-2.38848376	0.05386574	0.38238630	-1682.000000
-2.18434739	0.83670825	0.38069707	-1556.000000
-2.18337965	1.04050529	0.38111967	-1588.000000
-2.38610268	0.05163728	0.38199925	-1706.000000
-2.20586443	0.82303888	0.38084546	-1639.000000
-2.38341665	0.05081296	0.38197756	-1696.000000
-2.21004963	0.75287896	0.37995085	-1626.000000
-2.22459579	0.62449419	0.38121641	-1509.000000
-2.38408852	0.05270508	0.38206643	-1681.000000
-2.38363051	0.05224699	0.38200715	-1687.000000
-2.38512492	0.05310209	0.38184881	-1695.000000
-2.38552332	0.05356036	0.38230526	-1674.000000
-2.18687010	0.92380553	0.38058513	-1610.000000
-2.38530755	0.05462813	0.38187847	-1697.000000
-2.38253331	0.05307115	0.38258943	-1672.000000
-2.28488898	0.43001202	0.38086769	-1610.000000
-2.18525124	0.93698943	0.38079706	-1645.000000
-2.38353968	0.05307116	0.38237306	-1680.000000
-2.38353968	0.05413916	0.38237253	-1690.000000
-2.20709896	0.69883299	0.38087204	-1552.000000
-2.37969565	0.04782179	0.38251036	-1651.000000
-2.22201538	0.73963648	0.38031468	-1602.000000
-2.38125110	0.04815771	0.38198605	-1683.000000
-2.29822421	0.45177281	0.38139290	-1602.000000
-2.21530223	1.01316476	0.38063028	-1621.000000
-2.28439522	0.49440518	0.38135687	-1588.000000
-2.27936029	0.48598164	0.38140768	-1636.000000
-2.38164830	0.04892098	0.38244236	-1683.000000
-2.24277830	0.65998811	0.38077283	-1595.000000
-2.22852111	0.71391046	0.38076273	-1587.000000
-2.38018227	0.05044670	0.38220248	-1681.000000
-2.37548494	0.04708935	0.38261569	-1647.000000
-2.21045566	0.97562754	0.38106167	-1672.000000
-2.37847376	0.04855456	0.38233107	-1673.000000
-2.26672506	0.75609106	0.38098255	-1713.000000
-2.37673545	0.04708941	0.38242853	-1652.000000
-2.17011333	0.95007980	0.38099381	-1561.000000
-2.37618756	0.04730349	0.38273627	-1643.000000
-2.37627554	0.04879813	0.38197222	-1666.000000
-2.37597179	0.04879826	0.38230821	-1661.000000
-2.29949903	0.50881082	0.38117781	-1605.000000
-2.37520981	0.04846231	0.38258591	-1652.000000
-2.20083213	1.06696534	0.38101795	-1612.000000
-2.15551257	1.07510912	0.38116410	-1590.000000
-2.37844372	0.04968355	0.38233063	-1687.000000
-2.37819982	0.04995851	0.38230026	-1682.000000
-2.16251850	0.93085307	0.38130337	-1538.000000
-2.18773317	0.84647465	0.38065004	-1543.000000
-2.37499404	0.05065907	0.38215855	-1668.000000
-2.32175326	0.45897856	0.38149443	-1644.000000
-2.38088465	0.05078283	0.38232201	-1683.000000
-2.19515467	1.07297659	0.38103381	-1619.000000
-2.38189077	0.05154485	0.38210428	-1683.000000
-2.21432614	0.73218954	0.38028282	-1577.000000
-2.20331025	1.00199330	0.38058347	-1607.000000
-2.26636481	0.43709099	0.38113958	-1596.000000
-2.37944841	0.05261337	0.38171485	-1674.000000
-2.26108599	0.44188157	0.38155076	-1552.000000
-2.30377769	0.45067531	0.38110003	-1631.000000
-2.38231897	0.05371193	0.38219380	-1676.000000
-2.38134146	0.05453575	0.38204363	-1697.000000
-2.37978697	0.05368181	0.38253722	-1671.000000
-2.22727919	0.87525696	0.38007799	-1662.000000
-2.22434640	0.65522492	0.38071421	-1561.000000
-2.37984657	0.05450564	0.38217062	-1695.000000
-2.17392969	0.93146414	0.38071525	-1610.000000
-2.20461917	1.04188073	0.38101766	-1637.000000
-2.37673378	0.05105622	0.38206059	-1670.000000
-2.24321628	0.82981813	0.38062739	-1697.000000
-2.20234823	0.86423725	0.38040996	-1613.000000
-2.20757484	0.79426080	0.38027486	-1625.000000
-2.24490118	0.76704413	0.38022548	-1647.000000
-2.30084419	0.48744896	0.38106176	-1614.000000
-2.37670255	0.05255222	0.38205996	-1656.000000
-2.37545228	0.05185017	0.38224748	-1650.000000
-2.17510581	1.07608759	0.38161772	-1587.000000
-2.37853575	0.05365076	0.38272539	-1669.000000
-2.37838221	0.05294854	0.38232923	-1664.000000
-2.16723919	1.02704477	0.38181973	-1597.000000
-2.21043611	0.84150195	0.37990627	-1610.000000
-2.27020454	0.48872647	0.38119265	-1621.000000
-2.18932843	0.77533787	0.38061854	-1518.000000
-2.37517786	0.05334510	0.38218665	-1664.000000
-2.37658191	0.05395538	0.38242570	-1684.000000
-2.22792864	0.81272626	0.38050339	-1645.000000
-2.38640857	0.05652054	0.38245288	-1657.000000
-2.38802385	0.05499447	0.38193029	-1688.000000
-2.18247676	0.92194420	0.38099658	-1598.000000
-2.38994813	0.05471984	0.38222903	-1693.000000
-2.22232151	0.73872048	0.38031411	-1603.000000
-2.24279189	0.79633987	0.38027915	-1614.000000
-2.39016175	0.05661188	0.38225740	-1679.000000
-2.26214552	0.51344568	0.38154328	-1579.000000
-2.38823819	0.05581851	0.38195914	-1688.000000
-2.27548480	0.47484192	0.38081595	-1592.000000
-2.38967252	0.05688679	0.38219792	-1663.000000
-2.38976216	0.05801543	0.38143405	-1714.000000
-2.23276687	0.66950774	0.38040435	-1588.000000
-2.21292615	0.70521152	0.38057464	-1505.000000
-2.38744593	0.05685655	0.38223630	-1646.000000
-2.38787293	0.05844263	0.38229510	-1628.000000
-2.38643813	0.05795436	0.38208610	-1646.000000
-2.38759899	0.05722276	0.38263160	-1642.000000
-2.24693155	0.63404852	0.38061872	-1606.000000
-2.29813337	0.44469267	0.38115266	-1618.000000
-2.22201824	0.72135663	0.38053662	-1617.000000
-2.27722216	0.49614322	0.38104379	-1636.000000
-2.22030878	1.00626850	0.38089108	-1637.000000
-2.38402748	0.05572607	0.38206515	-1683.000000
-2.19636130	0.91538453	0.38031378	-1622.000000
-2.19482040	1.08078992	0.38151911	-1612.000000
-2.38369226	0.05676419	0.38240075	-1641.000000
-2.29754543	0.52080369	0.38130039	-1598.000000
-2.21394300	0.88990360	0.38054201	-1652.000000
-2.25687385	0.44429198	0.38135055	-1516.000000
-2.15841365	1.06082654	0.38134447	-1562.000000
-2.14254951	1.03171194	0.38171625	-1597.000000
-2.38839078	0.05941955	0.38201788	-1624.000000
-2.18507123	0.89868921	0.38032836	-1597.000000
-2.23146009	0.89399570	0.38063499	-1663.000000
-2.16678929	0.93356937	0.38095191	-1593.000000
-2.38744426	0.05908337	0.38186920	-1634.000000
-2.19942641	0.79053688	0.38036463	-1597.000000
-2.27261662	0.47862577	0.38122061	-1580.000000
-2.25263429	0.66935825	0.38079661	-1580.000000
-2.39009929	0.06170869	0.38188910	-1702.000000
-2.24640346	0.70594734	0.38043335	-1628.000000
-2.38930607	0.06170873	0.38216674	-1688.000000
-2.38912177	0.06207450	0.38173920	-1691.000000
-2.25009704	0.69679266	0.38018161	-1601.000000
-2.38729358	0.06088471	0.38260084	-1653.000000
-2.17932200	1.02542889	0.38107851	-1623.000000
-2.38680387	0.06237943	0.38214371	-1662.000000
-2.21802998	0.90232503	0.38033941	-1664.000000
-2.13659644	1.06122148	0.38217956	-1555.000000
-2.38607216	0.06048748	0.38242206	-1649.000000
-2.24141240	0.86054885	0.38052636	-1677.000000
-2.38540053	0.05935835	0.38230285	-1611.000000
-2.17344952	0.86853713	0.38096160	-1490.000000
-2.38494110	0.05978507	0.38184616	-1611.000000
-2.38344669	0.06002897	0.38200396	-1634.000000
-2.38295841	0.05972387	0.38191372	-1616.000000
-2.24429417	0.73365712	0.38033482	-1553.000000
-2.15188646	1.02103078	0.38117152	-1581.000000
-2.24970865	0.63414085	0.38067049	-1601.000000
-2.38341546	0.06124997	0.38200346	-1644.000000
-2.21293211	0.93998379	0.38113189	-1615.000000
-2.16925073	1.05365717	0.38198310	-1605.000000
-2.16041398	0.91934788	0.38140699	-1503.000000
-2.27359295	0.47182065	0.38079271	-1595.000000
-2.21142983	0.72098941	0.38075486	-1573.000000
-2.14392495	1.01559818	0.38196358	-1535.000000
-2.19656110	0.76011044	0.38014403	-1572.000000
-2.22198296	0.75919843	0.38018224	-1627.000000
-2.38247061	0.05746597	0.38222149	-1630.000000
-2.38125014	0.05850274	0.38204199	-1625.000000
-2.21988988	0.67155164	0.38114801	-1561.000000
-2.16482520	1.04529440	0.38157481	-1615.000000
-2.29691148	0.45592362	0.38130319	-1630.000000
-2.37536073	0.05551215	0.38224599	-1609.000000
-2.37713027	0.05471830	0.38211849	-1673.000000
-2.37694621	0.05471808	0.38172212	-1670.000000
-2.22071624	0.64979261	0.38100290	-1536.000000
-2.15402985	0.96500099	0.38116181	-1517.000000
-2.18256259	0.96610308	0.38073075	-1548.000000
-2.31033778	0.46221101	0.38095066	-1655.000000
-2.25021720	0.51921189	0.38283101	-1299.000000
-2.25443029	0.45436150	0.38089570	-1592.000000
-2.26602364	0.50392425	0.38180909	-1621.000000
-2.21697664	0.78168905	0.38061586	-1630.000000
-2.37700963	0.05694648	0.38251480	-1599.000000
-2.37804580	0.05697749	0.38229734	-1608.000000
-2.16653585	1.02921164	0.38148600	-1646.000000
-2.29373169	0.50041813	0.38113999	-1595.000000
-2.30005693	0.41887569	0.38070089	-1662.000000
-2.15633678	1.07346117	0.38116217	-1623.000000
-2.25568056	0.46299872	0.38100934	-1552.000000
-2.19499564	0.84223336	0.38032305	-1600.000000
-2.20737958	0.89631182	0.38037762	-1647.000000
-2.37917542	0.05963271	0.38247532	-1653.000000
-2.38213658	0.05926609	0.38255769	-1651.000000
-2.38100457	0.05893068	0.38198158	-1623.000000
-2.38170695	0.05999882	0.38210076	-1637.000000
-2.38073039	0.05966263	0.38195217	-1630.000000
-2.22880340	0.64158446	0.38076711	-1574.000000
-2.38018155	0.05966272	0.38225898	-1639.000000
-2.17950273	1.06201911	0.38164005	-1572.000000
-2.17602491	1.04202962	0.38135630	-1620.000000
-2.25272155	0.46128944	0.38123396	-1563.000000
-2.38140154	0.06185977	0.38207084	-1616.000000
-2.20041943	0.92350215	0.38063139	-1644.000000
-2.38158607	0.06185998	0.38246626	-1625.000000
-2.26166987	0.65345925	0.38071343	-1617.000000
-2.21467161	0.66929299	0.38098341	-1514.000000
-2.27203751	0.46815765	0.38116664	-1571.000000
-2.37993598	0.06219548	0.38183156	-1630.000000
-2.19066882	0.80008805	0.38069400	-1505.000000
-2.19592881	0.98020393	0.38122958	-1617.000000
-2.37673402	0.05883842	0.38245380	-1654.000000
-2.37822866	0.05917453	0.38232669	-1664.000000
-2.37755609	0.05883821	0.38184106	-1631.000000
-2.37700796	0.05987628	0.38211638	-1652.000000
-2.37673283	0.06024224	0.38208711	-1636.000000
-2.37670302	0.05957141	0.38245353	-1664.000000
-2.27124500	0.73735374	0.38149476	-1674.000000
-2.18424940	0.87445801	0.38025093	-1604.000000
-2.37835169	0.06066973	0.38272256	-1656.000000
-2.20798588	0.94239396	0.38056710	-1631.000000
-2.37841153	0.06140256	0.38235497	-1635.000000
-2.23266935	0.71345365	0.38023120	-1638.000000
-2.23233414	0.70152050	0.37999314	-1615.000000
-2.38781071	0.07052765	0.38235039	-1660.000000
-2.20115948	0.85438013	0.38041872	-1612.000000
-2.22903037	0.78169042	0.38051492	-1669.000000
-2.22161746	0.75104934	0.38009644	-1552.000000
-2.20426345	0.68290281	0.38113323	-1376.000000
-2.18182921	0.97916418	0.38109279	-1619.000000
-2.30859423	0.50975806	0.38148221	-1610.000000
-2.39077044	0.06323482	0.38200814	-1712.000000
-2.39223623	0.06289911	0.38224745	-1724.000000
-2.21761632	0.79313308	0.38057712	-1611.000000
-2.26792359	0.67689806	0.38080329	-1633.000000
-2.18282628	0.79486912	0.38072255	-1442.000000
-2.22478604	0.79963386	0.38045919	-1644.000000
-2.28714395	0.47539258	0.38154006	-1636.000000
-2.39266324	0.06509618	0.38230598	-1709.000000
-2.39388347	0.06625624	0.38211837	-1718.000000
-2.29825139	0.48168072	0.38119519	-1614.000000
-2.39064932	0.06616399	0.38237312	-1679.000000
-2.25937343	0.45247006	0.38088024	-1584.000000
-2.21307802	0.98444772	0.38080370	-1635.000000
-2.19485736	0.73105752	0.38062188	-1536.000000
-2.39183998	0.06665323	0.38258296	-1658.000000
-2.39058805	0.06811699	0.38237238	-1682.000000
-2.26792073	0.44832128	0.38137299	-1572.000000
-2.39089203	0.06729385	0.38203675	-1677.000000
-2.19617558	0.94165969	0.38075858	-1652.000000
-2.39061689	0.06833080	0.38200617	-1712.000000
-2.39055681	0.06909398	0.38237199	-1682.000000
-2.39086199	0.06878885	0.38203612	-1709.000000
-2.21454740	0.92573154	0.38009551	-1665.000000
-2.16651130	0.97025156	0.38139290	-1578.000000
-2.25339556	0.42085332	0.38079348	-1514.000000
-2.39391422	0.07144445	0.38254276	-1675.000000
-2.18987608	0.77106565	0.38009980	-1536.000000
-2.27207017	0.43928841	0.38063061	-1619.000000
-2.21287417	0.88544834	0.38012075	-1638.000000
-2.17117524	1.01257992	0.38102078	-1624.000000
-2.16628647	1.07391942	0.38140401	-1636.000000
-2.16708398	1.01788926	0.38078770	-1588.000000
-2.19707608	0.80500162	0.38042638	-1516.000000
-2.18134451	0.94904310	0.38101813	-1654.000000
