#   X	          Y	         Z	   Intensity
-0.72032201	-0.72706598	0.93516499	0.388800
-0.71821600	-0.72496003	0.93479902	0.390021
-0.71638501	-0.72309899	0.93473798	0.388067
-0.71479797	-0.72148103	0.93504298	0.383917
-0.71308899	-0.71977198	0.93513501	0.383185
-0.71122700	-0.71791101	0.93510401	0.379278
-0.70951802	-0.71620202	0.93519598	0.376837
-0.70768702	-0.71433997	0.93513501	0.376349
-0.70561200	-0.71223402	0.93473798	0.376837
-0.70353699	-0.71012902	0.93431097	0.380987
-0.70170599	-0.70829803	0.93425000	0.381720
-0.69987500	-0.70643598	0.93415803	0.382940
-0.69792199	-0.70448297	0.93388402	0.382940
-0.69596899	-0.70249897	0.93364000	0.384161
-0.69328302	-0.69978303	0.93235803	0.376349
-0.69096398	-0.69743299	0.93156397	0.373907
-0.68901098	-0.69547999	0.93128997	0.372686
-0.68745399	-0.69389302	0.93150300	0.376837
-0.68574500	-0.69218397	0.93156397	0.380011
-0.68394500	-0.69035298	0.93144202	0.385138
-0.68223602	-0.68864399	0.93147302	0.386603
-0.68067902	-0.68705702	0.93165600	0.385138
-0.67900097	-0.68534899	0.93168598	0.385138
-0.67741400	-0.68376201	0.93186998	0.389044
-0.67585802	-0.68220502	0.93208301	0.387091
-0.67417902	-0.68049598	0.93208301	0.387579
-0.67250103	-0.67878699	0.93208301	0.393439
-0.67091399	-0.67720002	0.93226600	0.398077
-0.66935700	-0.67564398	0.93244898	0.399542
-0.66792297	-0.67417902	0.93278497	0.400763
-0.66612202	-0.67237902	0.93260199	0.407355
-0.66420001	-0.67042500	0.93223602	0.406622
-0.66239899	-0.66859400	0.93205303	0.402716
-0.66096503	-0.66715997	0.93235803	0.401495
-0.65953100	-0.66572601	0.93269300	0.401984
-0.65809602	-0.66426098	0.93299901	0.402716
-0.65629601	-0.66246003	0.93278497	0.411505
-0.65461701	-0.66075099	0.93275499	0.414679
-0.65318298	-0.65931702	0.93305999	0.416876
-0.65165699	-0.65776098	0.93318200	0.420050
-0.65046698	-0.65653998	0.93382299	0.420783
-0.64891100	-0.65498400	0.93394500	0.418097
-0.64723200	-0.65330499	0.93388402	0.422736
-0.64579803	-0.65187103	0.93415803	0.449592
-0.84526098	-0.85112000	0.93815601	0.239384
-0.84443700	-0.85026598	0.93965101	0.261601
-0.84211701	-0.84794599	0.93949902	0.265263
-0.83979797	-0.84559602	0.93934602	0.267704
-0.83735698	-0.84312397	0.93901098	0.267704
-0.83464098	-0.84040803	0.93839997	0.267704
-0.83232099	-0.83805799	0.93821698	0.269169
-0.83000201	-0.83573902	0.93803400	0.269169
-0.82756001	-0.83326697	0.93766803	0.273564
-0.82511902	-0.83082598	0.93730199	0.279911
-0.82279998	-0.82850599	0.93708801	0.280644
-0.82023603	-0.82591200	0.93656898	0.281132
-0.81779498	-0.82344103	0.93620300	0.282109
-0.81538397	-0.82099903	0.93580598	0.286015
-0.81306499	-0.81867999	0.93556201	0.286503
-0.81089801	-0.81651300	0.93547100	0.288212
-0.80848700	-0.81407201	0.93507397	0.290410
-0.80644202	-0.81202698	0.93513501	0.292119
-0.80445898	-0.80995202	0.93516499	0.288212
-0.80216998	-0.80766302	0.93489099	0.287236
-0.79988098	-0.80534399	0.93461603	0.288212
-0.79811102	-0.80357403	0.93495202	0.294072
-0.79661602	-0.80207801	0.93559301	0.298955
-0.79512000	-0.80058300	0.93623400	0.304082
-0.79298401	-0.79841602	0.93611097	0.302373
-0.79081702	-0.79624897	0.93595898	0.301885
-0.78868097	-0.79408300	0.93577600	0.308232
-0.78627002	-0.79164100	0.93531799	0.312383
-0.78413397	-0.78947401	0.93513501	0.316777
-0.78199798	-0.78733802	0.93495202	0.323613
-0.78022802	-0.78556800	0.93525702	0.328740
-0.77821398	-0.78355402	0.93522602	0.325078
-0.77607697	-0.78138697	0.93504298	0.323369
-0.77381903	-0.77909899	0.93467700	0.324590
-0.77168298	-0.77696198	0.93446398	0.333135
-0.76979101	-0.77507001	0.93458599	0.337774
-0.76780701	-0.77305597	0.93452501	0.336797
-0.76567101	-0.77091998	0.93427998	0.336065
-0.76341200	-0.76863098	0.93388402	0.338994
-0.76139802	-0.76661700	0.93382299	0.343877
-0.75929302	-0.76448101	0.93357801	0.341436
-0.75703400	-0.76219201	0.93318200	0.339239
-0.75437897	-0.75953698	0.93226600	0.342657
-0.75199902	-0.75715601	0.93168598	0.341924
-0.74977100	-0.75486797	0.93125898	0.337774
-0.74763501	-0.75276202	0.93098402	0.336797
-0.74592602	-0.75102198	0.93119800	0.342657
-0.74430799	-0.74940503	0.93153399	0.346807
-0.74256903	-0.74766499	0.93174702	0.352911
-0.74110401	-0.74620098	0.93226600	0.358282
-0.73991400	-0.74497998	0.93308997	0.359503
-0.73841900	-0.74348402	0.93360901	0.359014
-0.73671001	-0.74174500	0.93376201	0.361456
-0.73484802	-0.73988301	0.93379200	0.367071
-0.73313898	-0.73814398	0.93394500	0.369512
-0.73115498	-0.73615998	0.93379200	0.370245
-0.72929400	-0.73429900	0.93379200	0.373907
-0.72758502	-0.73255903	0.93394500	0.380499
-0.72599798	-0.73097199	0.93425000	0.381231
-0.72413599	-0.72911102	0.93421900	0.380743
-0.72242701	-0.72737098	0.93437201	0.377813
-0.72047400	-0.72538799	0.93415803	0.378302
-0.71849102	-0.72340399	0.93397498	0.378302
-0.71690398	-0.72181702	0.93425000	0.376593
-0.71543902	-0.72032201	0.93470800	0.379522
-0.71360803	-0.71849102	0.93464702	0.378790
-0.71150202	-0.71638501	0.93425000	0.379522
-0.70942700	-0.71427900	0.93388402	0.378302
-0.70759600	-0.71241802	0.93379200	0.377081
-0.70588702	-0.71070898	0.93391401	0.383673
-0.70393401	-0.70872498	0.93366998	0.386358
-0.70185900	-0.70665002	0.93324298	0.388067
-0.69963098	-0.70442200	0.93266302	0.386847
-0.69767803	-0.70243800	0.93238801	0.385382
-0.69535798	-0.70011902	0.93162501	0.375860
-0.69316101	-0.69789100	0.93101501	0.369512
-0.69108599	-0.69581598	0.93055701	0.366339
-0.68925500	-0.69398499	0.93046600	0.367559
-0.68769801	-0.69239801	0.93067902	0.378302
-0.68611097	-0.69081098	0.93089300	0.383917
-0.68455499	-0.68922400	0.93110698	0.386603
-0.68272400	-0.68739301	0.93095398	0.384649
-0.68080097	-0.68544000	0.93064898	0.382696
-0.67912298	-0.68376201	0.93067902	0.385138
-0.67765802	-0.68229699	0.93104601	0.381231
-0.67622399	-0.68083203	0.93138099	0.379278
-0.67442298	-0.67903101	0.93122900	0.381231
-0.67283601	-0.67744398	0.93141198	0.386358
-0.67140198	-0.67601001	0.93174702	0.391730
-0.66972399	-0.67430103	0.93174702	0.397589
-0.66792297	-0.67246997	0.93159503	0.408087
-0.66636699	-0.67091399	0.93174702	0.411505
-0.66468799	-0.66920501	0.93171698	0.410773
-0.66288799	-0.66740400	0.93153399	0.406134
-0.66130102	-0.66584802	0.93168598	0.404181
-0.65974402	-0.66426098	0.93183899	0.405402
-0.65843201	-0.66294903	0.93232697	0.412726
-0.65678400	-0.66127002	0.93226600	0.416876
-0.65510601	-0.65956098	0.93223602	0.415656
-0.65330499	-0.65776098	0.93202198	0.412238
-0.65199298	-0.65644801	0.93247998	0.408820
-0.65068102	-0.65513599	0.93296802	0.405402
-0.64924598	-0.65367103	0.93324298	0.411505
-0.64769000	-0.65211499	0.93336499	0.430304
-0.84358197	-0.84736598	0.93513501	0.214481
-0.84547400	-0.84922802	0.93965101	0.256229
-0.84370399	-0.84745800	0.94010901	0.267460
-0.84162903	-0.84538299	0.94026202	0.270390
-0.83891302	-0.84266698	0.93962097	0.267704
-0.83619702	-0.83991998	0.93901098	0.265751
-0.83375502	-0.83744800	0.93867499	0.266484
-0.83116102	-0.83485401	0.93818700	0.265019
-0.82832301	-0.83198500	0.93736303	0.267704
-0.82585102	-0.82954401	0.93699598	0.278447
-0.82383698	-0.82749897	0.93708801	0.283330
-0.82164001	-0.82530200	0.93702698	0.282841
-0.81962597	-0.82325703	0.93711901	0.282109
-0.81745899	-0.82106000	0.93705702	0.282109
-0.81529200	-0.81889302	0.93696600	0.282841
-0.81297302	-0.81657398	0.93672198	0.282841
-0.81053197	-0.81413299	0.93632501	0.285527
-0.80796802	-0.81156898	0.93574500	0.289433
-0.80555701	-0.80912799	0.93531799	0.287236
-0.80326802	-0.80680799	0.93504298	0.284550
-0.80137599	-0.80491602	0.93525702	0.283330
-0.79960603	-0.80314600	0.93559301	0.288945
-0.79783601	-0.80137599	0.93592799	0.294072
-0.79621899	-0.79975897	0.93638599	0.298466
-0.79420501	-0.79774499	0.93641698	0.301396
-0.79203802	-0.79557800	0.93626398	0.302373
-0.79029799	-0.79380798	0.93656898	0.303593
-0.78801000	-0.79151899	0.93626398	0.309453
-0.78544599	-0.78895599	0.93562299	0.312383
-0.78343201	-0.78694201	0.93559301	0.318486
-0.78141803	-0.78489703	0.93556201	0.327031
-0.77928197	-0.78276098	0.93537903	0.324102
-0.77726698	-0.78074598	0.93534899	0.319951
-0.77488703	-0.77830499	0.93483001	0.321172
-0.77271998	-0.77616900	0.93461603	0.330938
-0.77073699	-0.77415502	0.93458599	0.338018
-0.76884502	-0.77226299	0.93467700	0.340948
-0.76670802	-0.77012599	0.93443298	0.339727
-0.76472503	-0.76811200	0.93437201	0.340215
-0.76283300	-0.76621997	0.93446398	0.345098
-0.76057398	-0.76396197	0.93406701	0.343877
-0.75831598	-0.76170301	0.93364000	0.342168
-0.75581402	-0.75917101	0.93290699	0.339727
-0.75343299	-0.75676000	0.93232697	0.340215
-0.75093102	-0.75425702	0.93159503	0.336065
-0.74891698	-0.75224298	0.93147302	0.335576
-0.74681097	-0.75010699	0.93119800	0.342168
-0.74494898	-0.74824500	0.93122900	0.344610
-0.74336201	-0.74662799	0.93159503	0.347539
-0.74202001	-0.74528497	0.93226600	0.354864
-0.74104297	-0.74433899	0.93342602	0.360723
-0.73970002	-0.74299598	0.93406701	0.363897
-0.73811299	-0.74137902	0.93443298	0.364385
-0.73625201	-0.73951697	0.93443298	0.361944
-0.73439002	-0.73765600	0.93443298	0.365362
-0.73268098	-0.73591602	0.93458599	0.367071
-0.73094201	-0.73417699	0.93476897	0.370733
-0.72898901	-0.73219299	0.93458599	0.376349
-0.72712702	-0.73033100	0.93455499	0.381231
-0.72553998	-0.72874498	0.93489099	0.383429
-0.72392303	-0.72715801	0.93519598	0.376593
-0.72233599	-0.72557098	0.93547100	0.372198
-0.72062701	-0.72383100	0.93562299	0.370489
-0.71852100	-0.72172499	0.93525702	0.369757
-0.71653700	-0.71974200	0.93504298	0.370977
-0.71446198	-0.71763599	0.93464702	0.378302
-0.71235698	-0.71552998	0.93425000	0.379522
-0.71077001	-0.71394300	0.93452501	0.377569
-0.70918298	-0.71235698	0.93479902	0.375860
-0.70747399	-0.71061701	0.93489099	0.377081
-0.70552099	-0.70866400	0.93464702	0.385626
-0.70332301	-0.70643598	0.93406701	0.390021
-0.70121801	-0.70436102	0.93366998	0.391974
-0.69914198	-0.70225501	0.93324298	0.388067
-0.69694501	-0.70002699	0.93263203	0.384161
-0.69462597	-0.69770801	0.93186998	0.375860
-0.69267303	-0.69575500	0.93156397	0.372686
-0.69096398	-0.69404602	0.93162501	0.370733
-0.68901098	-0.69209301	0.93135101	0.374884
-0.68730199	-0.69038397	0.93138099	0.378302
-0.68562299	-0.68867499	0.93144202	0.385382
-0.68415803	-0.68721002	0.93180799	0.390509
-0.68275499	-0.68574500	0.93217498	0.392462
-0.68080097	-0.68379200	0.93186998	0.392462
-0.67900097	-0.68196100	0.93171698	0.394415
-0.67716998	-0.68013000	0.93156397	0.387823
-0.67536902	-0.67832899	0.93141198	0.385138
-0.67365998	-0.67662001	0.93141198	0.387823
-0.67210400	-0.67506403	0.93159503	0.392462
-0.67054701	-0.67347699	0.93174702	0.398810
-0.66911298	-0.67204303	0.93208301	0.408820
-0.66740400	-0.67033398	0.93208301	0.410773
-0.66572601	-0.66865498	0.93208301	0.410040
-0.66416901	-0.66709900	0.93223602	0.406134
-0.66273499	-0.66563398	0.93254101	0.399542
-0.66105700	-0.66395599	0.93251002	0.398077
-0.65962201	-0.66252100	0.93284601	0.405402
-0.65794402	-0.66081202	0.93278497	0.419074
-0.65638697	-0.65925598	0.93293798	0.419074
-0.65470898	-0.65757799	0.93287700	0.415656
-0.65290803	-0.65577698	0.93266302	0.414191
-0.65147400	-0.65434301	0.93296802	0.412970
-0.65028399	-0.65312201	0.93360901	0.412238
-0.64884901	-0.65168798	0.93388402	0.422248
-0.84654200	-0.84819001	0.93965101	0.248905
-0.84529102	-0.84693903	0.94072002	0.272587
-0.84297198	-0.84458899	0.94056702	0.283818
-0.84052998	-0.84214801	0.94023103	0.277226
-0.83805799	-0.83967602	0.93989599	0.268193
-0.83546400	-0.83708203	0.93943799	0.265019
-0.83274800	-0.83436602	0.93876600	0.268193
-0.83030701	-0.83189398	0.93843102	0.270390
-0.82810998	-0.82969701	0.93836999	0.274540
-0.82594299	-0.82753003	0.93833899	0.281132
-0.82334900	-0.82493597	0.93778998	0.283330
-0.82078600	-0.82237202	0.93727100	0.286015
-0.81846601	-0.82005298	0.93705702	0.284306
-0.81629902	-0.81788599	0.93696600	0.282109
-0.81239301	-0.81395000	0.93485999	0.284794
-0.81156898	-0.81312603	0.93632501	0.284794
-0.80766302	-0.80921900	0.93418902	0.292119
-0.80564898	-0.80717498	0.93425000	0.288212
-0.80360401	-0.80513000	0.93427998	0.286015
-0.80171198	-0.80323797	0.93446398	0.287724
-0.80088800	-0.80241400	0.93589801	0.287724
-0.79792798	-0.79945397	0.93483001	0.303593
-0.79615802	-0.79768401	0.93516499	0.307500
-0.79441798	-0.79591399	0.93547100	0.307500
-0.79249603	-0.79405200	0.93562299	0.305791
-0.79035902	-0.79188502	0.93547100	0.311650
-0.78794903	-0.78947401	0.93498200	0.316777
-0.78593397	-0.78742999	0.93498200	0.317266
-0.78376800	-0.78529400	0.93479902	0.317266
-0.78175402	-0.78327900	0.93476897	0.322881
-0.77949500	-0.78099102	0.93443298	0.326787
-0.77732801	-0.77882397	0.93425000	0.327520
-0.77507001	-0.77656603	0.93388402	0.327520
-0.77293402	-0.77439898	0.93366998	0.335576
-0.77116400	-0.77265900	0.93394500	0.337774
-0.76930201	-0.77076697	0.93403602	0.337285
-0.76728803	-0.76878399	0.93397498	0.334844
-0.76515198	-0.76661700	0.93373102	0.336797
-0.76301599	-0.76448101	0.93348700	0.343877
-0.76075703	-0.76222199	0.93308997	0.343145
-0.75837702	-0.75984198	0.93254101	0.341436
-0.75611901	-0.75755298	0.93211401	0.341924
-0.75373799	-0.75517303	0.93153399	0.338994
-0.75147998	-0.75291401	0.93110698	0.337774
-0.74946600	-0.75093102	0.93098402	0.338994
-0.74748200	-0.74891698	0.93086201	0.343877
-0.74574298	-0.74717700	0.93107599	0.346319
-0.74415600	-0.74558997	0.93141198	0.351690
-0.74293500	-0.74436998	0.93226600	0.357061
-0.74146998	-0.74290502	0.93275499	0.362432
-0.73985302	-0.74128699	0.93312103	0.367315
-0.73814398	-0.73954803	0.93327302	0.366827
-0.73640400	-0.73780799	0.93345600	0.366583
-0.73469502	-0.73609900	0.93360901	0.364630
-0.73295599	-0.73435998	0.93379200	0.369512
-0.73097199	-0.73237598	0.93360901	0.377325
-0.72898901	-0.73039198	0.93342602	0.383429
-0.72740197	-0.72880602	0.93376201	0.385382
-0.72593701	-0.72734100	0.93421900	0.384405
-0.72419697	-0.72560102	0.93437201	0.378302
-0.72236598	-0.72373998	0.93434101	0.371466
-0.72038299	-0.72178602	0.93412799	0.366583
-0.71827698	-0.71968102	0.93376201	0.367803
-0.71644598	-0.71781898	0.93370098	0.378790
-0.71473700	-0.71610999	0.93382299	0.381231
-0.71302801	-0.71437103	0.93394500	0.380011
-0.71116602	-0.71253997	0.93388402	0.380011
-0.70921302	-0.71055597	0.93364000	0.381231
-0.70722997	-0.70860302	0.93339503	0.387579
-0.70539898	-0.70677203	0.93333399	0.390021
-0.70344502	-0.70478803	0.93305999	0.396857
-0.70109600	-0.70246899	0.93232697	0.400763
-0.69902003	-0.70036298	0.93190002	0.399542
-0.69670099	-0.69804400	0.93110698	0.387335
-0.69474798	-0.69606000	0.93086201	0.377813
-0.69303900	-0.69438201	0.93089300	0.371954
-0.69120800	-0.69255102	0.93080097	0.369512
-0.68937701	-0.69072002	0.93067902	0.377569
-0.68757600	-0.68888903	0.93055701	0.385870
-0.68586701	-0.68717998	0.93058801	0.392950
-0.68403602	-0.68534899	0.93043500	0.397589
-0.68235803	-0.68366998	0.93046600	0.397589
-0.68077099	-0.68208301	0.93067902	0.396857
-0.67921400	-0.68052697	0.93086201	0.389532
-0.67753601	-0.67881799	0.93089300	0.385138
-0.67570502	-0.67698699	0.93071002	0.387579
-0.67390400	-0.67518598	0.93055701	0.394171
-0.67231798	-0.67359900	0.93074000	0.397589
-0.67076099	-0.67204303	0.93089300	0.405402
-0.66908300	-0.67033398	0.93089300	0.406622
-0.66749603	-0.66877699	0.93104601	0.405402
-0.66606098	-0.66734302	0.93138099	0.400031
-0.66462702	-0.66590899	0.93171698	0.398077
-0.66307098	-0.66432202	0.93186998	0.398810
-0.66114801	-0.66239899	0.93147302	0.401984
-0.65947002	-0.66072100	0.93144202	0.410773
-0.65815699	-0.65940899	0.93193102	0.413458
-0.65669298	-0.65797400	0.93223602	0.412238
-0.65501398	-0.65629601	0.93220502	0.409552
-0.65333599	-0.65458697	0.93214399	0.410040
-0.65190101	-0.65315199	0.93244898	0.412726
-0.65046698	-0.65171802	0.93272400	0.419562
-0.64881903	-0.65003997	0.93266302	0.442267
-0.84697002	-0.84641999	0.93650800	0.226200
-0.84721398	-0.84666401	0.93922400	0.257450
-0.84489399	-0.84434497	0.93904102	0.267216
-0.84285003	-0.84230000	0.93919402	0.269902
-0.84104902	-0.84050000	0.93962097	0.267704
-0.83888203	-0.83833301	0.93962097	0.263554
-0.83613598	-0.83558702	0.93897998	0.265507
-0.83354199	-0.83299297	0.93846101	0.265507
-0.83082598	-0.83027601	0.93782002	0.267704
-0.82838398	-0.82783502	0.93745399	0.271855
-0.82566798	-0.82511902	0.93678302	0.278935
-0.82307398	-0.82252502	0.93626398	0.279423
-0.82063299	-0.82008398	0.93589801	0.277714
-0.81874102	-0.81819201	0.93611097	0.279423
-0.81669599	-0.81614703	0.93620300	0.280644
-0.81452900	-0.81397998	0.93611097	0.283818
-0.81221002	-0.81166101	0.93583697	0.287236
-0.80964702	-0.80909699	0.93528700	0.290654
-0.80720502	-0.80668598	0.93485999	0.287236
-0.80491602	-0.80436701	0.93458599	0.286748
-0.80314600	-0.80259699	0.93492103	0.289921
-0.80110198	-0.80058300	0.93495202	0.297246
-0.79933202	-0.79884303	0.93528700	0.302373
-0.79771399	-0.79719502	0.93577600	0.307500
-0.79594398	-0.79542500	0.93611097	0.310185
-0.79392999	-0.79341102	0.93611097	0.309697
-0.79164100	-0.79112202	0.93577600	0.311650
-0.78922999	-0.78871202	0.93531799	0.312383
-0.78733802	-0.78681898	0.93544000	0.314092
-0.78556800	-0.78508002	0.93574500	0.313359
-0.78343201	-0.78291303	0.93556201	0.315557
-0.78114301	-0.78062397	0.93522602	0.319463
-0.77873200	-0.77821398	0.93470800	0.325078
-0.77659601	-0.77607697	0.93452501	0.327031
-0.77458203	-0.77406299	0.93446398	0.333135
-0.77244598	-0.77192700	0.93425000	0.335576
-0.77027899	-0.76979101	0.93403602	0.337285
-0.76814300	-0.76765400	0.93382299	0.337285
-0.76615900	-0.76564002	0.93373102	0.336065
-0.76414502	-0.76362598	0.93366998	0.340215
-0.76200902	-0.76148999	0.93342602	0.341436
-0.75999498	-0.75950599	0.93333399	0.344366
-0.75761402	-0.75712597	0.93275499	0.343145
-0.75523400	-0.75471503	0.93217498	0.343877
-0.75297499	-0.75245702	0.93174702	0.341924
-0.75071698	-0.75019801	0.93132001	0.340215
-0.74858099	-0.74809301	0.93101501	0.342657
-0.74684101	-0.74635297	0.93122900	0.344610
-0.74510199	-0.74461401	0.93141198	0.348760
-0.74403399	-0.74354601	0.93241900	0.353643
-0.74281299	-0.74232501	0.93324298	0.359503
-0.74134803	-0.74085999	0.93376201	0.364385
-0.73973101	-0.73924297	0.93409699	0.365606
-0.73786902	-0.73738098	0.93409699	0.363653
-0.73576403	-0.73527497	0.93379200	0.364630
-0.73390198	-0.73341399	0.93379200	0.365362
-0.73203999	-0.73155200	0.93379200	0.371466
-0.73033100	-0.72984302	0.93394500	0.379278
-0.72871399	-0.72825599	0.93425000	0.385382
-0.72724903	-0.72676098	0.93470800	0.391974
-0.72538799	-0.72492999	0.93467700	0.388312
-0.72355700	-0.72306800	0.93464702	0.378302
-0.72169501	-0.72123700	0.93461603	0.368536
-0.71998602	-0.71949798	0.93473798	0.366094
-0.71812397	-0.71766698	0.93470800	0.377569
-0.71601897	-0.71556097	0.93431097	0.386358
-0.71418798	-0.71372998	0.93425000	0.386847
-0.71235698	-0.71186799	0.93418902	0.383185
-0.71049500	-0.71003699	0.93412799	0.381964
-0.70878601	-0.70832801	0.93421900	0.390021
-0.70683300	-0.70634502	0.93397498	0.393927
-0.70484900	-0.70439100	0.93373102	0.395148
-0.70265198	-0.70219398	0.93315101	0.395636
-0.70054603	-0.70008898	0.93272400	0.395636
-0.69822699	-0.69776899	0.93196100	0.393194
-0.69612098	-0.69569403	0.93153399	0.382940
-0.69416797	-0.69371003	0.93122900	0.377813
-0.69233698	-0.69191003	0.93113703	0.374640
-0.69065899	-0.69020098	0.93116802	0.374884
-0.68907201	-0.68861401	0.93138099	0.374884
-0.68724102	-0.68678302	0.93125898	0.380743
-0.68556201	-0.68510401	0.93128997	0.385870
-0.68397498	-0.68351698	0.93150300	0.387335
-0.68214399	-0.68171698	0.93135101	0.384649
-0.68022197	-0.67976397	0.93104601	0.386358
-0.67863500	-0.67820698	0.93122900	0.385138
-0.67707801	-0.67662001	0.93141198	0.384405
-0.67561299	-0.67518598	0.93174702	0.385138
-0.67393500	-0.67347699	0.93174702	0.390997
-0.67225599	-0.67179900	0.93174702	0.399542
-0.67054701	-0.67009002	0.93174702	0.410773
-0.66886902	-0.66841102	0.93174702	0.411505
-0.66715997	-0.66673303	0.93171698	0.406867
-0.66535902	-0.66493201	0.93153399	0.401495
-0.66392499	-0.66346699	0.93186998	0.400763
-0.66249102	-0.66203302	0.93217498	0.401495
-0.66093397	-0.66047698	0.93232697	0.409552
-0.65910298	-0.65867603	0.93211401	0.415656
-0.65754700	-0.65711999	0.93223602	0.419562
-0.65599102	-0.65556300	0.93235803	0.419562
-0.65455598	-0.65412903	0.93266302	0.418341
-0.65312201	-0.65269500	0.93296802	0.418830
-0.65156603	-0.65113801	0.93305999	0.424201
-0.64964300	-0.64921600	0.93266302	0.446418
-0.84364301	-0.84104902	0.93168598	0.195438
-0.84825099	-0.84562701	0.93922400	0.252567
-0.84648103	-0.84385699	0.93965101	0.261112
-0.84455901	-0.84193403	0.93995702	0.263554
-0.84236097	-0.83973700	0.93992603	0.264042
-0.84004200	-0.83741802	0.93974298	0.264042
-0.83744800	-0.83485401	0.93928498	0.264042
-0.83485401	-0.83226001	0.93876600	0.266484
-0.83210802	-0.82954401	0.93812603	0.266484
-0.82978803	-0.82722503	0.93791199	0.270878
-0.82762098	-0.82505798	0.93788099	0.278447
-0.82517999	-0.82258600	0.93748498	0.279911
-0.82246399	-0.81990099	0.93681300	0.278447
-0.81999201	-0.81745899	0.93641698	0.277714
-0.81755102	-0.81501800	0.93605000	0.278935
-0.81550598	-0.81297302	0.93611097	0.283330
-0.81333899	-0.81080598	0.93598902	0.286503
-0.81105000	-0.80848700	0.93574500	0.291142
-0.80888402	-0.80632001	0.93562299	0.288945
-0.80671698	-0.80418402	0.93553197	0.286503
-0.80439800	-0.80186498	0.93525702	0.289921
-0.80265802	-0.80012500	0.93559301	0.299443
-0.80088800	-0.79835498	0.93592799	0.305791
-0.79951501	-0.79698199	0.93672198	0.307500
-0.79762298	-0.79509002	0.93687397	0.306767
-0.79518098	-0.79267901	0.93641698	0.307988
-0.79289198	-0.79039001	0.93611097	0.313359
-0.79100001	-0.78849798	0.93626398	0.312139
-0.78886402	-0.78636199	0.93608099	0.311650
-0.78697199	-0.78447002	0.93623400	0.310674
-0.78508002	-0.78257799	0.93635601	0.310674
-0.78291303	-0.78044099	0.93617201	0.313603
-0.78062397	-0.77815199	0.93580598	0.314336
-0.77836603	-0.77589399	0.93547100	0.321172
-0.77619898	-0.77375799	0.93525702	0.328008
-0.77394098	-0.77146900	0.93489099	0.334356
-0.77192700	-0.76948500	0.93483001	0.336797
-0.76991302	-0.76747102	0.93476897	0.340215
-0.76762402	-0.76521301	0.93437201	0.343633
-0.76560998	-0.76319897	0.93431097	0.351934
-0.76347399	-0.76106298	0.93406701	0.354376
-0.76133698	-0.75892597	0.93382299	0.350713
-0.75895703	-0.75654602	0.93324298	0.344854
-0.75657701	-0.75416601	0.93266302	0.344854
-0.75428802	-0.75190699	0.93223602	0.344854
-0.75202900	-0.74964899	0.93177801	0.344366
-0.75004601	-0.74766499	0.93168598	0.340215
-0.74830598	-0.74592602	0.93186998	0.342168
-0.74684101	-0.74446100	0.93238801	0.345586
-0.74522400	-0.74284399	0.93275499	0.354131
-0.74388099	-0.74153101	0.93342602	0.359991
-0.74238598	-0.74003601	0.93391401	0.361212
-0.74079901	-0.73844898	0.93425000	0.361212
-0.73905897	-0.73671001	0.93443298	0.360723
-0.73732001	-0.73500103	0.93458599	0.365362
-0.73558003	-0.73326099	0.93476897	0.368292
-0.73359698	-0.73127699	0.93458599	0.371221
-0.73173499	-0.72944599	0.93458599	0.374395
-0.73002601	-0.72770703	0.93473798	0.379767
-0.72816497	-0.72587597	0.93470800	0.386358
-0.72630298	-0.72401398	0.93467700	0.384405
-0.72444201	-0.72215301	0.93464702	0.379034
-0.72297698	-0.72068799	0.93510401	0.372686
-0.72099298	-0.71873498	0.93492103	0.372686
-0.71903998	-0.71675098	0.93470800	0.381964
-0.71717799	-0.71491998	0.93464702	0.389288
-0.71519500	-0.71293598	0.93443298	0.393194
-0.71336401	-0.71110499	0.93437201	0.390021
-0.71177697	-0.70951802	0.93464702	0.385138
-0.70991498	-0.70768702	0.93455499	0.383673
-0.70784003	-0.70558202	0.93415803	0.391974
-0.70573401	-0.70350599	0.93373102	0.395148
-0.70378101	-0.70155299	0.93348700	0.397589
-0.70155299	-0.69932598	0.93290699	0.397589
-0.69908100	-0.69688398	0.93196100	0.396857
-0.69712800	-0.69493097	0.93168598	0.389288
-0.69529700	-0.69309998	0.93156397	0.382940
-0.69346601	-0.69126898	0.93147302	0.375860
-0.69175702	-0.68958998	0.93150300	0.373663
-0.69007897	-0.68788099	0.93156397	0.373663
-0.68836999	-0.68617201	0.93159503	0.379522
-0.68666101	-0.68449402	0.93162501	0.385870
-0.68495202	-0.68278497	0.93165600	0.390997
-0.68339503	-0.68122900	0.93186998	0.390509
-0.68168598	-0.67952001	0.93186998	0.390997
-0.68009901	-0.67796302	0.93208301	0.387091
-0.67829901	-0.67613202	0.93190002	0.386358
-0.67646801	-0.67433202	0.93174702	0.390997
-0.67478901	-0.67262298	0.93174702	0.395636
-0.67308003	-0.67094398	0.93174702	0.398810
-0.67152399	-0.66938800	0.93193102	0.408087
-0.66969299	-0.66758698	0.93174702	0.411505
-0.66801500	-0.66587800	0.93171698	0.411505
-0.66642803	-0.66432202	0.93186998	0.407355
-0.66499299	-0.66288799	0.93220502	0.404181
-0.66355902	-0.66145301	0.93251002	0.404181
-0.66188002	-0.65977502	0.93247998	0.406134
-0.66029400	-0.65821803	0.93263203	0.416144
-0.65873700	-0.65666199	0.93275499	0.418830
-0.65730298	-0.65522802	0.93305999	0.420294
