#   X	          Y	         Z	   Intensity
-0.54386902	-1.00935400	0.93446398	0.287968
-0.54240400	-1.00666797	0.93434101	0.288457
-0.54078698	-1.00361598	0.93394500	0.290654
-0.53932202	-1.00093102	0.93382299	0.289677
-0.53807098	-0.99858099	0.93400598	0.288212
-0.53669697	-0.99604797	0.93403602	0.285283
-0.53508002	-0.99302697	0.93357801	0.287480
-0.53370702	-0.99052399	0.93357801	0.293584
-0.53233302	-0.98799098	0.93360901	0.302861
-0.53135699	-0.98613000	0.93421900	0.306279
-0.53035003	-0.98426801	0.93485999	0.306279
-0.52919000	-0.98207098	0.93516499	0.305547
-0.52790803	-0.97972101	0.93528700	0.305058
-0.52638203	-0.97688299	0.93495202	0.305547
-0.52510101	-0.97453302	0.93510401	0.311650
-0.52375799	-0.97203100	0.93507397	0.314336
-0.52232403	-0.96934497	0.93485999	0.315068
-0.52088898	-0.96669000	0.93467700	0.315068
-0.51942402	-0.96403497	0.93446398	0.319951
-0.51808202	-0.96150202	0.93440199	0.318975
-0.51683003	-0.95918298	0.93452501	0.318975
-0.51548803	-0.95668000	0.93443298	0.319951
-0.51420599	-0.95433003	0.93452501	0.320684
-0.51295501	-0.95201099	0.93461603	0.326787
-0.51170301	-0.94966102	0.93470800	0.328740
-0.51036102	-0.94718897	0.93461603	0.328740
-0.50886500	-0.94435102	0.93418902	0.327520
-0.50715601	-0.94120800	0.93345600	0.330938
-0.50581402	-0.93873602	0.93336499	0.332158
-0.50447100	-0.93623400	0.93324298	0.333867
-0.50312799	-0.93376201	0.93312103	0.334356
-0.50196803	-0.93159503	0.93333399	0.337285
-0.50053400	-0.92896998	0.93302900	0.345098
-0.49903899	-0.92616302	0.93257099	0.345830
-0.49735999	-0.92304999	0.93177801	0.340948
-0.49592599	-0.92039502	0.93147302	0.336797
-0.49467501	-0.91810602	0.93150300	0.339727
-0.49345401	-0.91578698	0.93150300	0.343389
-0.49220300	-0.91346699	0.93150300	0.347051
-0.49085999	-0.91099501	0.93132001	0.348272
-0.48963901	-0.90867603	0.93132001	0.350713
-0.48838800	-0.90638697	0.93132001	0.356329
-0.48704499	-0.90391499	0.93113703	0.359258
-0.48597699	-0.90193200	0.93144202	0.363653
-0.48475599	-0.89964300	0.93141198	0.365362
-0.48368800	-0.89765900	0.93168598	0.362432
-0.48271200	-0.89582801	0.93214399	0.365850
-0.48155200	-0.89369202	0.93226600	0.370001
-0.48039201	-0.89155602	0.93238801	0.373907
-0.47914100	-0.88926703	0.93232697	0.373175
-0.47792101	-0.88694799	0.93226600	0.371221
-0.47694400	-0.88514698	0.93269300	0.370733
-0.47587600	-0.88316298	0.93296802	0.381231
-0.47465500	-0.88087499	0.93290699	0.389776
-0.47358701	-0.87889099	0.93315101	0.398077
-0.61582899	-1.13957202	0.93415803	0.111452
-0.61790502	-1.14341700	0.94230700	0.245731
-0.61613500	-1.14012098	0.94206202	0.249149
-0.61445600	-1.13697803	0.94197100	0.247929
-0.61274701	-1.13386500	0.94184899	0.245487
-0.61106902	-1.13075304	0.94172698	0.244022
-0.60929900	-1.12745702	0.94148302	0.241093
-0.60749799	-1.12416101	0.94120800	0.241581
-0.60563701	-1.12071204	0.94078100	0.239628
-0.60377502	-1.11726403	0.94035298	0.238651
-0.60191298	-1.11378503	0.93989599	0.241337
-0.60005200	-1.11033595	0.93943799	0.245243
-0.59837300	-1.10725403	0.93928498	0.249638
-0.59687799	-1.10447705	0.93940699	0.256474
-0.59529102	-1.10154700	0.93934602	0.262089
-0.59352100	-1.09828198	0.93901098	0.266972
-0.59202600	-1.09553504	0.93913299	0.271611
-0.59043902	-1.09260595	0.93907201	0.274052
-0.58851600	-1.08900499	0.93839997	0.275517
-0.58683801	-1.08592200	0.93818700	0.272099
-0.58543402	-1.08332801	0.93839997	0.273564
-0.58406103	-1.08076501	0.93861401	0.280156
-0.58284003	-1.07853699	0.93913299	0.286259
-0.58155799	-1.07612598	0.93946803	0.286748
-0.58015400	-1.07356298	0.93968201	0.284794
-0.57868999	-1.07081604	0.93971300	0.286503
-0.57719398	-1.06806898	0.93974298	0.287480
-0.57554603	-1.06501806	0.93946803	0.291630
-0.57414198	-1.06245399	0.93965101	0.293584
-0.57276899	-1.05989099	0.93980402	0.292851
-0.57130402	-1.05714405	0.93980402	0.290166
-0.56953400	-1.05390894	0.93937701	0.289677
-0.56797802	-1.05101001	0.93919402	0.295048
-0.56633002	-1.04795802	0.93888903	0.296025
-0.56474298	-1.04505897	0.93873602	0.294072
-0.56327802	-1.04234302	0.93870503	0.290898
-0.56172198	-1.03944397	0.93852198	0.292607
-0.56007397	-1.03639197	0.93818700	0.292607
-0.55845600	-1.03333998	0.93782002	0.290410
-0.55699199	-1.03062403	0.93775898	0.288212
-0.55543500	-1.02772498	0.93757600	0.292119
-0.55387902	-1.02485704	0.93733197	0.291142
-0.55207801	-1.02146900	0.93666101	0.285039
-0.55015600	-1.01792896	0.93580598	0.283574
-0.54850799	-1.01490796	0.93541002	0.283085
-0.54695100	-1.01203895	0.93516499	0.285771
-0.54530299	-1.00901794	0.93476897	0.291875
-0.54377699	-1.00614905	0.93452501	0.293584
-0.54222101	-1.00328100	0.93425000	0.294560
-0.54084802	-1.00074804	0.93427998	0.293095
-0.53941298	-0.99806201	0.93415803	0.290898
-0.53813201	-0.99571198	0.93434101	0.288212
-0.53684998	-0.99336201	0.93452501	0.288701
-0.53538501	-0.99067700	0.93437201	0.290898
-0.53404200	-0.98814398	0.93437201	0.296025
-0.53270000	-0.98561102	0.93437201	0.306279
-0.53141803	-0.98326099	0.93452501	0.309697
-0.53013599	-0.98091102	0.93467700	0.308965
-0.52903700	-0.97889698	0.93513501	0.307500
-0.52690101	-0.97489899	0.93370098	0.311162
-0.52632099	-0.97389197	0.93510401	0.311162
-0.52427697	-0.97004700	0.93379200	0.314580
-0.52369702	-0.96903998	0.93519598	0.314580
-0.52192700	-0.96571398	0.93434101	0.315068
-0.52037001	-0.96287501	0.93400598	0.319463
-0.51982099	-0.96183801	0.93537903	0.319463
-0.51759303	-0.95771801	0.93373102	0.322393
-0.51631200	-0.95536798	0.93382299	0.322393
-0.51490802	-0.95271301	0.93357801	0.326299
-0.51356500	-0.95021099	0.93348700	0.329229
-0.51209998	-0.94755602	0.93327302	0.333379
-0.51084900	-0.94523603	0.93333399	0.332158
-0.50968897	-0.94306898	0.93354797	0.329229
-0.50843799	-0.94075000	0.93360901	0.331426
-0.50709498	-0.93824798	0.93351698	0.331426
-0.50566101	-0.93562299	0.93324298	0.332647
-0.50431800	-0.93312103	0.93312103	0.333379
-0.50288397	-0.93049598	0.93284601	0.335088
-0.50145000	-0.92784101	0.93254101	0.341680
-0.49968001	-0.92457598	0.93159503	0.340459
-0.49818400	-0.92176801	0.93113703	0.339239
-0.49665800	-0.91896099	0.93067902	0.345830
-0.49516299	-0.91618299	0.93019098	0.349004
-0.49391201	-0.91386402	0.93019098	0.350225
-0.49284399	-0.91188002	0.93052697	0.347784
-0.49168399	-0.90974402	0.93067902	0.345342
-0.49052399	-0.90760797	0.93083203	0.350225
-0.48936501	-0.90544099	0.93098402	0.353887
-0.48811299	-0.90315199	0.93095398	0.355596
-0.48677099	-0.90068102	0.93077099	0.356817
-0.48551899	-0.89839202	0.93074000	0.357549
-0.48454300	-0.89656103	0.93119800	0.356817
-0.48338300	-0.89442402	0.93132001	0.362676
-0.48234600	-0.89244097	0.93159503	0.366339
-0.48118600	-0.89030498	0.93171698	0.368292
-0.47993499	-0.88801599	0.93165600	0.369512
-0.47886699	-0.88606298	0.93193102	0.371466
-0.47770700	-0.88392597	0.93205303	0.373907
-0.47648600	-0.88163799	0.93196100	0.382940
-0.47532699	-0.87950099	0.93205303	0.390509
-0.47444201	-0.87785298	0.93266302	0.404913
-0.61830097	-1.14073205	0.94072002	0.249638
-0.61662298	-1.13758898	0.94062799	0.252811
-0.61494398	-1.13447595	0.94053602	0.251835
-0.61323500	-1.13136303	0.94041401	0.249393
-0.61164898	-1.12843299	0.94044501	0.244511
-0.60996997	-1.12529004	0.94032300	0.242069
-0.60807800	-1.12184095	0.93989599	0.241581
-0.60612500	-1.11820996	0.93931597	0.243534
-0.60432398	-1.11494398	0.93904102	0.246220
-0.60255402	-1.11164904	0.93873602	0.250370
-0.60078400	-1.10838306	0.93843102	0.257694
-0.59901398	-1.10511804	0.93812603	0.264042
-0.59751898	-1.10237098	0.93821698	0.265019
-0.59593201	-1.09944201	0.93818700	0.267216
-0.59434497	-1.09651196	0.93815601	0.268681
-0.59248400	-1.09306300	0.93763697	0.273564
-0.59052998	-1.08946204	0.93699598	0.276738
-0.58894300	-1.08656299	0.93693501	0.277714
-0.58763099	-1.08415198	0.93730199	0.281376
-0.58625799	-1.08158898	0.93751502	0.286992
-0.58512902	-1.07951403	0.93818700	0.290410
-0.58402997	-1.07746899	0.93882799	0.289433
-0.58262599	-1.07487500	0.93904102	0.286503
-0.58113098	-1.07215905	0.93907201	0.287480
-0.57948297	-1.06907701	0.93882799	0.286992
-0.57798803	-1.06632996	0.93885797	0.290166
-0.57652301	-1.06361401	0.93885797	0.292607
-0.57511902	-1.06105006	0.93904102	0.295048
-0.57347101	-1.05796802	0.93876600	0.292851
-0.57188398	-1.05506897	0.93861401	0.291386
-0.57051098	-1.05253601	0.93876600	0.291386
-0.56901598	-1.04978895	0.93876600	0.294072
-0.56736797	-1.04673803	0.93843102	0.293095
-0.56572002	-1.04368603	0.93812603	0.293095
-0.56413299	-1.04078698	0.93794298	0.294072
-0.56248498	-1.03773499	0.93760699	0.297978
-0.56074500	-1.03453100	0.93711901	0.295781
-0.55909699	-1.03147900	0.93675202	0.292119
-0.55744898	-1.02842700	0.93638599	0.296513
-0.55571002	-1.02522302	0.93586701	0.299199
-0.55415303	-1.02235401	0.93565398	0.294316
-0.55250502	-1.01930201	0.93528700	0.289189
-0.55076599	-1.01609802	0.93473798	0.284794
-0.54893500	-1.01274097	0.93403602	0.284794
-0.54719502	-1.00953698	0.93348700	0.290410
-0.54566997	-1.00666797	0.93324298	0.291875
-0.54438800	-1.00428796	0.93342602	0.295293
-0.54304498	-1.00175500	0.93345600	0.293584
-0.54167199	-0.99925202	0.93351698	0.289189
-0.54020703	-0.99656701	0.93339503	0.290410
-0.53883398	-0.99403399	0.93339503	0.292607
-0.53736901	-0.99134803	0.93327302	0.295537
-0.53602600	-0.98884600	0.93327302	0.298222
-0.53483599	-0.98664898	0.93360901	0.302373
-0.53364599	-0.98445100	0.93391401	0.304570
-0.53221101	-0.98176599	0.93376201	0.307988
-0.53111303	-0.97975200	0.93421900	0.308476
-0.52983099	-0.97740197	0.93434101	0.310185
-0.52839702	-0.97474700	0.93418902	0.312871
-0.52693200	-0.97206098	0.93400598	0.309453
-0.52549702	-0.96940601	0.93379200	0.308965
-0.52430701	-0.96723902	0.93409699	0.311650
-0.52302599	-0.96489000	0.93418902	0.314580
-0.52159101	-0.96223402	0.93400598	0.320684
-0.52024800	-0.95973200	0.93394500	0.321172
-0.51896697	-0.95738202	0.93403602	0.320684
-0.51771498	-0.95506299	0.93412799	0.324102
-0.51637298	-0.95256001	0.93406701	0.325811
-0.51499897	-0.95005798	0.93397498	0.329229
-0.51374799	-0.94773901	0.93406701	0.333379
-0.51249701	-0.94538897	0.93412799	0.337530
-0.51103199	-0.94276398	0.93388402	0.337041
-0.50978100	-0.94041401	0.93394500	0.336309
-0.50862098	-0.93827802	0.93415803	0.339239
-0.50727803	-0.93577600	0.93403602	0.336797
-0.50575298	-0.93296802	0.93360901	0.335088
-0.50413501	-0.93000799	0.93299901	0.334600
-0.50270098	-0.92738301	0.93272400	0.338018
-0.50111401	-0.92442298	0.93208301	0.338750
-0.49949601	-0.92146301	0.93147302	0.341192
-0.49800101	-0.91865498	0.93098402	0.348516
-0.49656701	-0.91603100	0.93067902	0.350958
-0.49531600	-0.91374201	0.93067902	0.348516
-0.49397299	-0.91127002	0.93052697	0.344121
-0.49290499	-0.90928602	0.93083203	0.344854
-0.49183699	-0.90730298	0.93116802	0.353399
-0.49067700	-0.90516698	0.93132001	0.357061
-0.48948699	-0.90300000	0.93144202	0.359503
-0.48826599	-0.90071100	0.93144202	0.361212
-0.48692301	-0.89827001	0.93122900	0.358282
-0.48567200	-0.89595002	0.93119800	0.354620
-0.48451200	-0.89381403	0.93132001	0.360235
-0.48353601	-0.89201403	0.93177801	0.363409
-0.48255900	-0.89018202	0.93223602	0.367071
-0.48130801	-0.88789397	0.93217498	0.368292
-0.47999600	-0.88545197	0.93193102	0.369024
-0.47889701	-0.88346899	0.93220502	0.371466
-0.47782901	-0.88148499	0.93247998	0.380011
-0.47670001	-0.87937897	0.93257099	0.388800
-0.47569299	-0.87754798	0.93299901	0.401984
-0.61738598	-1.13557398	0.93217498	0.120729
-0.62013203	-1.14064002	0.94129902	0.242802
-0.61860698	-1.13786304	0.94148302	0.252567
-0.61702001	-1.13493299	0.94154400	0.259159
-0.61503601	-1.13127100	0.94099402	0.259159
-0.61326599	-1.12800598	0.94072002	0.250370
-0.61155701	-1.12489295	0.94059801	0.241581
-0.60978699	-1.12159705	0.94032300	0.236698
-0.60807800	-1.11848402	0.94020098	0.238163
-0.60621601	-1.11503601	0.93977398	0.244266
-0.60432398	-1.11158800	0.93931597	0.249882
-0.60264599	-1.10850501	0.93916303	0.256718
-0.60105902	-1.10557604	0.93913299	0.260380
-0.59925801	-1.10228002	0.93879700	0.265263
-0.59748799	-1.09901404	0.93849200	0.271611
-0.59571803	-1.09574902	0.93815601	0.274784
-0.59403998	-1.09266698	0.93794298	0.275761
-0.59245300	-1.08976698	0.93788099	0.273075
-0.59095800	-1.08702099	0.93797302	0.274784
-0.58927900	-1.08393896	0.93775898	0.280400
-0.58769202	-1.08100903	0.93766803	0.282841
-0.58650202	-1.07878101	0.93818700	0.285527
-0.58519000	-1.07637000	0.93852198	0.286992
-0.58387798	-1.07398999	0.93888903	0.287480
-0.58268702	-1.07176197	0.93937701	0.290166
-0.58137500	-1.06935096	0.93971300	0.288212
-0.57978803	-1.06645203	0.93958998	0.287480
-0.57810998	-1.06340003	0.93931597	0.290166
-0.57664502	-1.06065404	0.93934602	0.294560
-0.57515001	-1.05793798	0.93934602	0.294560
-0.57377601	-1.05537403	0.93949902	0.294560
-0.57218897	-1.05247498	0.93937701	0.294072
-0.57041901	-1.04923999	0.93891901	0.295293
-0.56877100	-1.04618800	0.93858302	0.292607
-0.56718397	-1.04331994	0.93843102	0.289921
-0.56553602	-1.04023695	0.93809497	0.290898
-0.56407201	-1.03755200	0.93806499	0.297490
-0.56251502	-1.03465295	0.93788099	0.296513
-0.56092799	-1.03178406	0.93766803	0.289921
-0.55927998	-1.02873194	0.93730199	0.289677
-0.55763203	-1.02568102	0.93696600	0.289677
-0.55580097	-1.02232397	0.93626398	0.290166
-0.55396998	-1.01893604	0.93559301	0.287480
-0.55213898	-1.01557899	0.93489099	0.287968
-0.55049098	-1.01252699	0.93449402	0.287968
-0.54884303	-1.00950599	0.93409699	0.286503
-0.54737902	-1.00682104	0.93400598	0.289921
-0.54606599	-1.00447094	0.93418902	0.294316
-0.54487598	-1.00227404	0.93455499	0.296513
-0.54332000	-0.99940503	0.93427998	0.293095
-0.54179400	-0.99656701	0.93400598	0.292119
-0.54026800	-0.99369800	0.93373102	0.291630
-0.53880298	-0.99101299	0.93357801	0.292607
-0.53752100	-0.98866302	0.93376201	0.294316
-0.53605700	-0.98597699	0.93360901	0.300664
-0.53489703	-0.98378003	0.93391401	0.303593
-0.53379798	-0.98176599	0.93437201	0.306279
-0.53260797	-0.97959900	0.93467700	0.305791
-0.53141803	-0.97740197	0.93498200	0.305791
-0.53004497	-0.97489899	0.93495202	0.306279
-0.52870202	-0.97239703	0.93495202	0.307256
-0.52723700	-0.96971101	0.93473798	0.306035
-0.52580303	-0.96705598	0.93455499	0.311650
-0.52433801	-0.96440101	0.93434101	0.317510
-0.52281201	-0.96156299	0.93400598	0.321416
-0.52152997	-0.95924401	0.93409699	0.321416
-0.52024800	-0.95689398	0.93418902	0.322393
-0.51890600	-0.95439100	0.93412799	0.323613
-0.51765400	-0.95207202	0.93421900	0.322393
-0.51637298	-0.94972199	0.93431097	0.326543
-0.51503003	-0.94725001	0.93421900	0.330694
-0.51374799	-0.94493097	0.93427998	0.332403
-0.51249701	-0.94258100	0.93437201	0.329473
-0.51121497	-0.94026202	0.93443298	0.328740
-0.50996399	-0.93794298	0.93446398	0.333379
-0.50877398	-0.93577600	0.93467700	0.330938
-0.50743097	-0.93330401	0.93458599	0.328008
-0.50608802	-0.93083203	0.93446398	0.329229
-0.50447100	-0.92787200	0.93385297	0.334600
-0.50260901	-0.92442298	0.93275499	0.335821
-0.50099200	-0.92149401	0.93211401	0.338262
-0.49949601	-0.91868597	0.93165600	0.337530
-0.49787900	-0.91572601	0.93101501	0.341192
-0.49653599	-0.91328400	0.93086201	0.342412
-0.49537700	-0.91111797	0.93101501	0.344854
-0.49421701	-0.90898103	0.93116802	0.345586
-0.49305701	-0.90684497	0.93132001	0.345586
-0.49180600	-0.90452600	0.93132001	0.351446
-0.49055499	-0.90223700	0.93128997	0.354620
-0.48945600	-0.90025300	0.93159503	0.355352
-0.48848000	-0.89845300	0.93205303	0.355840
-0.48722801	-0.89613301	0.93202198	0.355840
-0.48606899	-0.89399701	0.93214399	0.360967
-0.48481801	-0.89170802	0.93211401	0.361700
-0.48365799	-0.88957202	0.93223602	0.364630
-0.48249799	-0.88743597	0.93232697	0.369757
-0.48133901	-0.88529998	0.93244898	0.373419
-0.48036200	-0.88349903	0.93287700	0.373907
-0.47920200	-0.88136297	0.93296802	0.377569
-0.47795099	-0.87907398	0.93290699	0.382696
-0.47679099	-0.87696803	0.93299901	0.394415
-0.62168902	-1.14021301	0.93660003	0.171267
-0.62104797	-1.13902295	0.94056702	0.249638
-0.61915600	-1.13554394	0.94020098	0.255253
-0.61735499	-1.13224804	0.93995702	0.251835
-0.61595201	-1.12965405	0.94026202	0.247440
-0.61405897	-1.12620497	0.93986499	0.242069
-0.61228901	-1.12291002	0.93958998	0.240848
-0.61039698	-1.11946106	0.93916303	0.241337
-0.60868800	-1.11637902	0.93904102	0.243290
-0.60701001	-1.11326599	0.93888903	0.245975
-0.60520899	-1.11000097	0.93858302	0.247440
-0.60343897	-1.10670495	0.93827802	0.251835
-0.60163897	-1.10343897	0.93797302	0.257206
-0.59996003	-1.10035706	0.93778998	0.262089
-0.59828198	-1.09727502	0.93760699	0.269657
-0.59660298	-1.09416199	0.93742400	0.274784
-0.59480298	-1.09092700	0.93705702	0.273320
-0.59303302	-1.08766198	0.93672198	0.272587
-0.59126300	-1.08439600	0.93635601	0.274296
-0.58967602	-1.08149695	0.93626398	0.280888
-0.58845502	-1.07926905	0.93678302	0.285039
-0.58726501	-1.07704198	0.93730199	0.286503
-0.58613598	-1.07499695	0.93794298	0.288701
-0.58482403	-1.07258606	0.93827802	0.289189
-0.58332801	-1.06983900	0.93833899	0.292363
-0.58165002	-1.06678796	0.93806499	0.290654
-0.58009303	-1.06388903	0.93794298	0.289677
-0.57859802	-1.06114197	0.93797302	0.293584
-0.57701099	-1.05827296	0.93785101	0.294072
-0.57560700	-1.05570996	0.93800402	0.295048
-0.57405102	-1.05281103	0.93785101	0.295537
-0.57255602	-1.05009496	0.93785101	0.296757
-0.57096899	-1.04719496	0.93769801	0.292607
-0.56941199	-1.04432702	0.93754601	0.288457
-0.56773400	-1.04127502	0.93721002	0.288457
-0.56608599	-1.03822303	0.93687397	0.294316
-0.56458998	-1.03550696	0.93684399	0.297002
-0.56303400	-1.03260803	0.93666101	0.295537
-0.56166101	-1.03007495	0.93675202	0.290654
-0.55998200	-1.02702296	0.93638599	0.291875
-0.55815101	-1.02366602	0.93571502	0.292851
-0.55622900	-1.02012599	0.93489099	0.292851
-0.55439800	-1.01676905	0.93421900	0.294072
-0.55281103	-1.01390100	0.93397498	0.290898
-0.55125397	-1.01103199	0.93373102	0.287480
-0.54978901	-1.00834703	0.93364000	0.288212
-0.54804999	-1.00514197	0.93305999	0.294804
-0.54640198	-1.00212097	0.93266302	0.295293
-0.54493701	-0.99943501	0.93254101	0.291630
-0.54359400	-0.99690199	0.93257099	0.292119
-0.54212999	-0.99421698	0.93244898	0.292851
-0.54066497	-0.99153101	0.93232697	0.293339
-0.53929102	-0.98902899	0.93232697	0.293828
-0.53782701	-0.98634303	0.93217498	0.300908
-0.53663599	-0.98417699	0.93251002	0.303593
-0.53566003	-0.98231500	0.93312103	0.305303
-0.53437799	-0.97996497	0.93327302	0.303105
-0.53309602	-0.97761500	0.93342602	0.301396
-0.53181499	-0.97526598	0.93357801	0.303593
-0.53053302	-0.97294599	0.93370098	0.308965
-0.52925098	-0.97059602	0.93382299	0.307744
-0.52787799	-0.96809399	0.93379200	0.307744
-0.52626002	-0.96510297	0.93330401	0.312871
-0.52479601	-0.96244800	0.93308997	0.320195
-0.52345300	-0.95994598	0.93302900	0.320928
-0.52226299	-0.95777899	0.93330401	0.323125
-0.52088898	-0.95527601	0.93324298	0.326543
-0.51963800	-0.95295697	0.93333399	0.329473
-0.51829499	-0.95045501	0.93327302	0.332403
-0.51710498	-0.94828802	0.93348700	0.328984
-0.51591498	-0.94612098	0.93373102	0.328984
-0.51457202	-0.94364899	0.93364000	0.330694
-0.51319897	-0.94114703	0.93354797	0.330694
-0.51185602	-0.93867499	0.93345600	0.335821
-0.51048303	-0.93620300	0.93336499	0.336553
-0.50904799	-0.93354797	0.93308997	0.334112
-0.50779700	-0.93122900	0.93312103	0.332403
-0.50636297	-0.92860401	0.93284601	0.333379
-0.50498998	-0.92613202	0.93272400	0.338262
-0.50340301	-0.92317200	0.93208301	0.334600
-0.50160199	-0.91990697	0.93113703	0.331670
-0.49992400	-0.91679400	0.93034399	0.335332
-0.49867201	-0.91447401	0.93034399	0.338262
-0.49757400	-0.91249102	0.93067902	0.341924
-0.49641401	-0.91035497	0.93086201	0.343145
-0.49507099	-0.90788299	0.93067902	0.344366
-0.49391201	-0.90574598	0.93083203	0.351690
-0.49266100	-0.90345800	0.93083203	0.356573
-0.49137899	-0.90116900	0.93080097	0.354620
-0.49012801	-0.89888000	0.93077099	0.349248
-0.48887599	-0.89656103	0.93074000	0.350469
-0.48780799	-0.89460802	0.93104601	0.354620
-0.48655701	-0.89231902	0.93098402	0.363653
-0.48558000	-0.89048803	0.93144202	0.367315
-0.48457301	-0.88865697	0.93190002	0.368536
-0.48341399	-0.88655102	0.93199199	0.370977
-0.48210099	-0.88407898	0.93177801	0.373419
-0.48075899	-0.88163799	0.93153399	0.378790
-0.47969100	-0.87968397	0.93180799	0.381476
-0.47868299	-0.87788397	0.93223602	0.385138
-0.47752401	-0.87574798	0.93232697	0.393439
-0.62245202	-1.13826001	0.94056702	0.244022
-0.62101698	-1.13566601	0.94090301	0.251102
-0.61952198	-1.13288903	0.94108599	0.252323
-0.61781299	-1.12977600	0.94099402	0.248417
-0.61592102	-1.12632799	0.94059801	0.243534
-0.61393702	-1.12269604	0.94001800	0.243290
-0.61186200	-1.11891198	0.93931597	0.244266
-0.61015302	-1.11579895	0.93919402	0.245243
-0.60856599	-1.11286902	0.93919402	0.247929
-0.60676599	-1.10960400	0.93888903	0.249393
-0.60478199	-1.10597205	0.93827802	0.253300
-0.60301203	-1.10270703	0.93797302	0.256229
-0.60157800	-1.10014296	0.93821698	0.257694
-0.59989899	-1.09706104	0.93803400	0.262821
-0.59840399	-1.09431505	0.93815601	0.265751
-0.59672499	-1.09120202	0.93794298	0.269657
-0.59483302	-1.08778405	0.93745399	0.270634
-0.59318501	-1.08467102	0.93724102	0.271122
-0.59159899	-1.08177197	0.93714899	0.276249
-0.59010297	-1.07902503	0.93724102	0.285039
-0.58879101	-1.07664502	0.93757600	0.293828
-0.58757001	-1.07441700	0.93809497	0.295781
-0.58625799	-1.07203698	0.93843102	0.294316
-0.58494598	-1.06962597	0.93876600	0.297002
-0.58335900	-1.06672704	0.93867499	0.294316
-0.58177203	-1.06382799	0.93855298	0.289189
-0.58018500	-1.06092799	0.93843102	0.286015
-0.57871997	-1.05821204	0.93843102	0.289433
-0.57731599	-1.05564904	0.93861401	0.290410
-0.57572901	-1.05274999	0.93846101	0.292607
-0.57426500	-1.05003405	0.93846101	0.293584
-0.57276899	-1.04731798	0.93846101	0.294804
-0.57109100	-1.04426599	0.93812603	0.292119
-0.56950402	-1.04139698	0.93797302	0.292119
-0.56794697	-1.03849804	0.93778998	0.292607
-0.56645203	-1.03578198	0.93775898	0.294316
-0.56498700	-1.03309596	0.93772900	0.292851
-0.56321698	-1.02986097	0.93721002	0.292363
-0.56153899	-1.02683997	0.93684399	0.295537
-0.55979902	-1.02363598	0.93632501	0.296269
-0.55796802	-1.02027905	0.93565398	0.295048
-0.55610698	-1.01689100	0.93498200	0.295781
-0.55418402	-1.01338196	0.93412799	0.293095
-0.55253601	-1.01032996	0.93373102	0.291386
-0.55097997	-1.00749195	0.93348700	0.294804
-0.54969800	-1.00511205	0.93370098	0.294316
-0.54847699	-1.00294495	0.93403602	0.292607
-0.54692101	-1.00007606	0.93379200	0.293339
-0.54536402	-0.99723798	0.93351698	0.294804
-0.54380798	-0.99436998	0.93321198	0.297246
-0.54243499	-0.99186701	0.93324298	0.293339
-0.54097003	-0.98918200	0.93312103	0.291142
-0.53941298	-0.98634303	0.93281603	0.289921
-0.53803998	-0.98384100	0.93281603	0.295293
-0.53675801	-0.98149103	0.93296802	0.299199
-0.53566003	-0.97947699	0.93342602	0.299687
-0.53474402	-0.97779799	0.93421900	0.297490
-0.53346300	-0.97544903	0.93434101	0.300175
-0.53199798	-0.97276300	0.93418902	0.308476
-0.53044099	-0.96995503	0.93382299	0.311406
-0.52906799	-0.96745300	0.93379200	0.311894
-0.52772498	-0.96495098	0.93376201	0.315312
-0.52635199	-0.96244800	0.93373102	0.320928
-0.52516198	-0.96028101	0.93400598	0.326055
-0.52388000	-0.95796198	0.93409699	0.324834
-0.52250701	-0.95546001	0.93403602	0.325567
-0.52125502	-0.95314002	0.93412799	0.327764
-0.51997399	-0.95078999	0.93421900	0.328496
-0.51853901	-0.94813502	0.93397498	0.328252
-0.51734900	-0.94596899	0.93421900	0.326055
-0.51597601	-0.94349700	0.93412799	0.330205
-0.51463300	-0.94102502	0.93403602	0.334112
-0.51353502	-0.93901098	0.93443298	0.336553
-0.51234400	-0.93684399	0.93464702	0.338750
-0.51081800	-0.93406701	0.93421900	0.335821
-0.50920099	-0.93110698	0.93360901	0.335821
-0.50782800	-0.92863500	0.93348700	0.336553
-0.50648499	-0.92616302	0.93336499	0.340703
-0.50486797	-0.92320299	0.93275499	0.339971
-0.50337201	-0.92039502	0.93226600	0.338262
-0.50175500	-0.91746497	0.93165600	0.335821
-0.50004601	-0.91435200	0.93083203	0.340703
-0.49851999	-0.91157502	0.93037403	0.343145
-0.49735999	-0.90943903	0.93052697	0.345586
-0.49617001	-0.90730298	0.93067902	0.348516
-0.49500999	-0.90516698	0.93083203	0.354620
-0.49375901	-0.90284699	0.93083203	0.357305
-0.49250799	-0.90055799	0.93080097	0.357794
-0.49131799	-0.89842200	0.93092299	0.354620
-0.49024999	-0.89643902	0.93122900	0.349737
-0.48927301	-0.89463800	0.93168598	0.349248
-0.48808300	-0.89250201	0.93180799	0.358038
-0.48673999	-0.89006001	0.93159503	0.366583
-0.48548901	-0.88777202	0.93156397	0.369757
-0.48442101	-0.88578802	0.93183899	0.367315
-0.48344401	-0.88398701	0.93226600	0.368536
-0.48225400	-0.88185102	0.93238801	0.374151
-0.48094201	-0.87941003	0.93214399	0.381476
-0.47969100	-0.87712097	0.93205303	0.385870
-0.47868299	-0.87532002	0.93247998	0.396612
-0.47761500	-0.87336701	0.93275499	0.410285
