#    X	          Y	         Z	    Scalar field
-2.27830505	0.42359900	0.37825000	-1639.000000
-2.29362512	0.44267300	0.37791401	-1661.000000
-2.35688806	0.07829300	0.38264501	-1675.000000
-2.35646105	0.07908600	0.38218701	-1632.000000
-2.35768104	0.07829300	0.38240099	-1664.000000
-2.30281091	0.45811501	0.37870800	-1615.000000
-2.35917711	0.07835400	0.38224801	-1621.000000
-2.23329210	0.79777497	0.37831101	-1694.000000
-2.35865808	0.07988000	0.38218701	-1593.000000
-2.15647888	1.07911694	0.38233900	-1646.000000
-2.20478797	0.69490099	0.37809801	-1463.000000
-2.35765100	0.08128400	0.38203400	-1641.000000
-2.17286706	1.03230298	0.38142401	-1629.000000
-2.35640001	0.08049000	0.38218701	-1641.000000
-2.35557604	0.08201600	0.38246199	-1648.000000
-2.35612512	0.08158900	0.38215601	-1653.000000
-2.20402503	0.67970300	0.37834200	-1454.000000
-2.35395789	0.07936100	0.38218701	-1668.000000
-2.17405701	1.06495702	0.38191199	-1602.000000
-2.31468201	0.49937400	0.37889099	-1693.000000
-2.26640296	0.43223599	0.37809801	-1583.000000
-2.15806603	1.05207801	0.38182101	-1638.000000
-2.30750990	0.47770700	0.37818900	-1639.000000
-2.24589491	0.50672901	0.37766999	-1489.000000
-2.22157311	0.77082801	0.37815899	-1647.000000
-2.16737390	1.03346300	0.38148499	-1632.000000
-2.35163903	0.08186300	0.38218701	-1652.000000
-2.20198107	0.70530701	0.37815899	-1513.000000
-2.21427894	0.97373998	0.38005099	-1649.000000
-2.23530602	0.70344502	0.37797499	-1621.000000
-2.21183801	0.72471601	0.37803599	-1598.000000
-2.30030799	0.46610999	0.37818900	-1671.000000
-2.35826111	0.08387800	0.38212600	-1646.000000
-2.35578895	0.08378600	0.38212600	-1660.000000
-2.35795593	0.08418300	0.38246199	-1642.000000
-2.26109290	0.51683003	0.37785301	-1564.000000
-2.35600305	0.08485400	0.38215601	-1646.000000
-2.35630798	0.08448800	0.38182101	-1629.000000
-2.16990709	0.88102698	0.37925699	-1545.000000
-2.35621595	0.08558700	0.38218701	-1613.000000
-2.20692396	0.75495899	0.37809801	-1576.000000
-2.19264197	1.04093897	0.38093600	-1582.000000
-2.18946791	0.80396998	0.37846401	-1560.000000
-2.35459900	0.08329800	0.38191199	-1666.000000
-2.35359192	0.08326700	0.38212600	-1669.000000
-2.35258508	0.08293200	0.38233900	-1671.000000
-2.19883704	1.03181505	0.38121000	-1642.000000
-2.19172692	0.74800098	0.37840301	-1488.000000
-2.25178504	0.66825902	0.37773100	-1597.000000
-2.15501404	0.95835900	0.38078299	-1515.000000
-2.35380602	0.08403000	0.38218701	-1668.000000
-2.26374793	0.63688701	0.37742600	-1626.000000
-2.35447693	0.08515900	0.38230899	-1643.000000
-2.20777893	0.98881501	0.38044700	-1647.000000
-2.22624207	0.70512402	0.37779200	-1582.000000
-2.24708605	0.65696698	0.37800601	-1622.000000
-2.24162292	0.72248799	0.37837201	-1613.000000
-2.24375892	0.79640198	0.37828100	-1640.000000
-2.16743493	1.03959703	0.38154599	-1641.000000
-2.21754503	0.89430201	0.37950099	-1584.000000
-2.35057092	0.08000200	0.38163799	-1652.000000
-2.22956800	0.75740099	0.37828100	-1591.000000
-2.20167494	1.03862000	0.38090500	-1639.000000
-2.17802405	0.90278602	0.37953201	-1543.000000
-2.21943688	0.97102398	0.38060001	-1623.000000
-2.20979309	0.88954198	0.37846401	-1650.000000
-2.25996399	0.48423800	0.37764001	-1566.000000
-2.14369202	1.06977797	0.38258401	-1635.000000
-2.34931898	0.08134500	0.38142401	-1652.000000
-2.25804090	0.70210302	0.37760901	-1659.000000
-2.34794593	0.08131400	0.38233900	-1648.000000
-2.34846497	0.08131400	0.38206500	-1653.000000
-2.34773302	0.08195500	0.38194299	-1671.000000
-2.25974989	0.47285500	0.37834200	-1480.000000
-2.34632897	0.07875100	0.38206500	-1681.000000
-2.17552209	1.04725599	0.38166800	-1621.000000
-2.27061510	0.64482099	0.37806699	-1650.000000
-2.17436194	0.88441497	0.37937900	-1581.000000
-2.34629798	0.07948300	0.38206500	-1670.000000
-2.22050500	0.64479101	0.37779200	-1511.000000
-2.34510803	0.07905600	0.38188201	-1672.000000
-2.25010705	0.51786798	0.37837201	-1399.000000
-2.18049598	0.87663299	0.37907401	-1580.000000
-2.20167494	1.01118505	0.38062999	-1636.000000
-2.26063490	0.73985302	0.37867701	-1658.000000
-2.29542494	0.45515400	0.37821999	-1644.000000
-2.26716590	0.47587600	0.37849399	-1551.000000
-2.25379896	0.70887798	0.37803599	-1616.000000
-2.25889611	0.42903101	0.37828100	-1576.000000
-2.18943810	1.07615697	0.38209501	-1586.000000
-2.21876502	1.00364697	0.38023400	-1620.000000
-2.25202894	0.67924500	0.37828100	-1654.000000
-2.35133410	0.08363300	0.38215601	-1671.000000
-2.34889197	0.08311500	0.38212600	-1662.000000
-2.35105896	0.08467100	0.38212600	-1666.000000
-2.35017395	0.08427400	0.38157699	-1650.000000
-2.18412805	1.09345996	0.38218701	-1573.000000
-2.35148597	0.08503700	0.38255301	-1661.000000
-2.27610803	0.44581601	0.37821999	-1573.000000
-2.13053894	1.08100903	0.38264501	-1478.000000
-2.20906091	0.92402601	0.37968400	-1656.000000
-2.34934998	0.08570900	0.38185099	-1632.000000
-2.17244005	0.88117999	0.37965399	-1522.000000
-2.22285509	0.62455702	0.37837201	-1490.000000
-2.23399401	0.70033300	0.37764001	-1603.000000
-2.34739709	0.08305400	0.38227800	-1668.000000
-2.20231605	1.08302295	0.38203400	-1531.000000
-2.34492493	0.08296200	0.38224801	-1677.000000
-2.34495497	0.08342000	0.38188201	-1672.000000
-2.34663391	0.08415200	0.38215601	-1661.000000
-2.34669495	0.08415200	0.38179001	-1663.000000
-2.17842102	0.84031701	0.37849399	-1572.000000
-2.34761000	0.08528100	0.38194299	-1630.000000
-2.34535193	0.08409100	0.38230899	-1665.000000
-2.18949890	0.86885101	0.37879899	-1648.000000
-2.15861511	1.08732605	0.38285801	-1590.000000
-2.20185900	0.83143598	0.37886000	-1648.000000
-2.28926110	0.52327001	0.37800601	-1635.000000
-2.31996202	0.44139099	0.37861601	-1693.000000
-2.35734606	0.08747900	0.38240099	-1630.000000
-2.35795593	0.08604400	0.38209501	-1609.000000
-2.16392493	0.99336201	0.38060001	-1537.000000
-2.19319201	0.90425098	0.37959301	-1633.000000
-2.35896301	0.08607500	0.38188201	-1600.000000
-2.18827796	1.03608704	0.38154599	-1596.000000
-2.20085096	0.96208203	0.37968400	-1664.000000
-2.16487098	0.95512402	0.38050801	-1548.000000
-2.23091102	0.70429999	0.37773100	-1650.000000
-2.24668908	0.51384002	0.37843299	-1492.000000
-2.16661096	0.97004700	0.38060001	-1566.000000
-2.35877991	0.08827200	0.38261399	-1637.000000
-2.22346497	0.92204303	0.38011199	-1675.000000
-2.35932899	0.08943200	0.38197300	-1598.000000
-2.35884094	0.08970600	0.38188201	-1609.000000
-2.15873694	1.08268702	0.38291901	-1620.000000
-2.35609388	0.08885200	0.38218701	-1630.000000
-2.16355896	0.96061701	0.38029501	-1597.000000
-2.35685706	0.08961500	0.38194299	-1612.000000
-2.35581994	0.08958400	0.38215601	-1621.000000
-2.30488610	0.50767499	0.37840301	-1666.000000
-2.35200500	0.08692900	0.38191199	-1639.000000
-2.35185194	0.08610500	0.38148499	-1620.000000
-2.35456800	0.08952300	0.38233900	-1628.000000
-2.29191589	0.44487000	0.37806699	-1612.000000
-2.20973206	0.68223602	0.37825000	-1522.000000
-2.18016100	1.07041895	0.38197300	-1632.000000
-2.35292101	0.08873000	0.38206500	-1648.000000
-2.24259901	0.65119898	0.37779200	-1608.000000
-2.20155311	0.83598298	0.37831101	-1634.000000
-2.35755897	0.09031700	0.38206500	-1612.000000
-2.18141198	1.01786804	0.38090500	-1622.000000
-2.21418810	0.86201501	0.37904400	-1617.000000
-2.15708899	1.07072401	0.38221699	-1622.000000
-2.35749793	0.09187300	0.38206500	-1621.000000
-2.35777307	0.09217800	0.38172901	-1617.000000
-2.24009705	0.71144098	0.37757900	-1633.000000
-2.27403307	0.43266299	0.37858599	-1610.000000
-2.35588098	0.09285000	0.38258401	-1664.000000
-2.22544909	0.74183702	0.37800601	-1604.000000
-2.35578895	0.09208700	0.38179001	-1634.000000
-2.21742201	0.78361499	0.37782300	-1676.000000
-2.35700989	0.09364300	0.38160700	-1643.000000
-2.23991394	0.84339899	0.37873799	-1679.000000
-2.35691810	0.09288000	0.38237000	-1655.000000
-2.20143104	0.94007897	0.37992901	-1631.000000
-2.18553209	0.94575500	0.37989801	-1653.000000
-2.28471398	0.47843900	0.37764001	-1626.000000
-2.18330407	0.89790303	0.37925699	-1587.000000
-2.35356092	0.09059100	0.38218701	-1659.000000
-2.18312097	0.86750799	0.37892199	-1602.000000
-2.18241906	1.03355396	0.38133201	-1612.000000
-2.35530090	0.09068300	0.38209501	-1625.000000
-2.35478210	0.09147600	0.38200399	-1637.000000
-2.27833605	0.64121997	0.37794501	-1702.000000
-2.25434899	0.77278101	0.37825000	-1659.000000
-2.20960999	0.78898603	0.37843299	-1626.000000
-2.35157800	0.09162900	0.38185099	-1660.000000
-2.35401893	0.09248400	0.38188201	-1650.000000
-2.35356092	0.09202600	0.38182101	-1652.000000
-2.20732093	0.90300000	0.37968400	-1676.000000
-2.16740394	1.03956604	0.38191199	-1629.000000
-2.24507093	0.67601001	0.37779200	-1642.000000
-2.17469811	1.04896498	0.38166800	-1626.000000
-2.17832899	0.96269202	0.38029501	-1660.000000
-2.29472399	0.43660000	0.37828100	-1668.000000
-2.34934998	0.08747900	0.38148499	-1644.000000
-2.35023499	0.08796700	0.38200399	-1655.000000
-2.35142493	0.08979800	0.38182101	-1652.000000
-2.18427992	1.03074598	0.38139299	-1632.000000
-2.20429993	0.94532800	0.37989801	-1653.000000
-2.35038805	0.08973700	0.38203400	-1675.000000
-2.34922791	0.08860800	0.38185099	-1671.000000
-2.34776306	0.08927900	0.38160700	-1659.000000
-2.21873498	0.85786402	0.37910500	-1610.000000
-2.34437609	0.08665500	0.38179001	-1643.000000
-2.34757996	0.08595300	0.38194299	-1627.000000
-2.34642005	0.08671600	0.38136300	-1654.000000
-2.34611511	0.08671600	0.38169900	-1652.000000
-2.34672499	0.08784500	0.38218701	-1649.000000
-2.15715003	1.02659595	0.38188201	-1583.000000
-2.20780897	0.79100001	0.37864700	-1585.000000
-2.16578698	1.03562903	0.38142401	-1616.000000
-2.26560998	0.42301899	0.37806699	-1570.000000
-2.25892591	0.41810599	0.37831101	-1573.000000
-2.34532189	0.08845500	0.38157699	-1667.000000
-2.20411706	0.74913001	0.37849399	-1533.000000
-2.22840905	0.63761902	0.37834200	-1566.000000
-2.21284509	0.78584301	0.37837201	-1616.000000
-2.35017395	0.09083600	0.38163799	-1653.000000
-2.31080604	0.46635401	0.37834200	-1624.000000
-2.35008192	0.09129300	0.38200399	-1666.000000
-2.17460608	0.88716102	0.37919599	-1579.000000
-2.34819007	0.09077500	0.38169900	-1662.000000
-2.29692101	0.45759600	0.37852499	-1629.000000
-2.24974108	0.43089300	0.37834200	-1425.000000
-2.19465590	0.87528998	0.37882999	-1654.000000
-2.34843397	0.09227000	0.38136300	-1666.000000
-2.15953112	0.94886798	0.38047799	-1546.000000
-2.34422302	0.09025600	0.38179001	-1688.000000
-2.34742689	0.08992000	0.38194299	-1684.000000
-2.23683190	0.68528700	0.37773100	-1641.000000
-2.34645104	0.09034700	0.38179001	-1688.000000
-2.34642005	0.09114100	0.38179001	-1666.000000
-2.34687805	0.09175100	0.38185099	-1679.000000
-2.29011512	0.50846899	0.37764001	-1643.000000
-2.34693909	0.09220900	0.38148499	-1668.000000
-2.26151991	0.67182899	0.37788400	-1625.000000
-2.34663391	0.09321600	0.38145399	-1670.000000
-2.34611511	0.09318500	0.38172901	-1677.000000
-2.15382409	1.04716504	0.38203400	-1653.000000
-2.34440589	0.09208700	0.38185099	-1677.000000
-2.34397888	0.09236100	0.38139299	-1667.000000
-2.28370690	0.49412501	0.37724301	-1646.000000
-2.22825599	0.84700000	0.37873799	-1614.000000
-2.22068810	0.69691497	0.37840301	-1546.000000
-2.34037805	0.07087700	0.38218701	-1692.000000
-2.24580407	0.67894000	0.37730399	-1681.000000
-2.34004211	0.06358300	0.38249201	-1650.000000
-2.19215393	0.93214399	0.37999001	-1581.000000
-2.18177795	1.00007606	0.38053900	-1614.000000
-2.22013903	0.69032300	0.37837201	-1580.000000
-2.23936510	0.49684101	0.37849399	-1416.000000
-2.34226990	0.06550600	0.38209501	-1612.000000
-2.34007311	0.06514000	0.38212600	-1616.000000
-2.25047302	0.74967998	0.37800601	-1612.000000
-2.34107995	0.06584200	0.38191199	-1612.000000
-2.19212294	0.85939002	0.37901300	-1635.000000
-2.16273499	0.98329198	0.38090500	-1616.000000
-2.33842492	0.06282000	0.38185099	-1667.000000
-2.33888197	0.06428500	0.38191199	-1634.000000
-2.26179504	0.45320100	0.37800601	-1562.000000
-2.33720398	0.06388900	0.38163799	-1641.000000
-2.25743103	0.68965101	0.37806699	-1627.000000
-2.29505897	0.50770599	0.37800601	-1672.000000
-2.20417809	0.92240900	0.37925699	-1666.000000
-2.29890394	0.48994401	0.37800601	-1640.000000
-2.14537001	1.00672901	0.38108799	-1588.000000
-2.33949304	0.06608600	0.38240099	-1635.000000
-2.22529602	0.89100599	0.37928799	-1651.000000
-2.33638000	0.06504800	0.38188201	-1620.000000
-2.33607507	0.06599400	0.38221699	-1650.000000
-2.20658898	0.91462702	0.37950099	-1662.000000
-2.26008606	0.74171400	0.37831101	-1692.000000
-2.16542101	0.98237598	0.38047799	-1630.000000
-2.22578406	0.65596002	0.37764001	-1569.000000
-2.34245300	0.06800800	0.38215601	-1683.000000
-2.21705604	0.68974298	0.37788400	-1557.000000
-2.25056505	0.87977600	0.38041699	-1692.000000
-2.24620104	0.62959301	0.37776199	-1605.000000
-2.34297204	0.06852700	0.38185099	-1687.000000
-2.33995104	0.06868000	0.38212600	-1690.000000
-2.26481605	0.42433199	0.37834200	-1599.000000
-2.34172106	0.06849700	0.38203400	-1681.000000
-2.16786194	0.95774800	0.37999001	-1597.000000
-2.22145104	0.73747301	0.37791401	-1585.000000
-2.24824500	0.65766901	0.37745699	-1631.000000
-2.15882897	0.99833697	0.38096601	-1621.000000
-2.33610511	0.06672700	0.38185099	-1632.000000
-2.26554894	0.50160199	0.37764001	-1629.000000
-2.26219201	0.50593603	0.37837201	-1554.000000
-2.19810510	0.83659399	0.37858599	-1628.000000
-2.33854699	0.06788600	0.38188201	-1676.000000
-2.33705091	0.06709300	0.38200399	-1643.000000
-2.33677697	0.06782500	0.38197300	-1673.000000
-2.24278307	0.51338202	0.37815899	-1466.000000
-2.31239295	0.50062603	0.37895200	-1695.000000
-2.33921790	0.06907700	0.38200399	-1690.000000
-2.26640296	0.51435900	0.37821999	-1586.000000
-2.33753991	0.06932100	0.38172901	-1687.000000
-2.24409509	0.69367999	0.37773100	-1615.000000
-2.23631310	0.63578802	0.37724301	-1589.000000
-2.18128991	1.02607703	0.38142401	-1625.000000
-2.16276598	0.93589801	0.38047799	-1523.000000
-2.21537805	0.87992901	0.37910500	-1665.000000
-2.28822303	0.42686501	0.37846401	-1619.000000
-2.33558702	0.06346100	0.38252300	-1661.000000
-2.13410902	1.05845594	0.38270599	-1505.000000
-2.16676307	1.06340003	0.38230899	-1622.000000
-2.18388391	0.89839202	0.37937900	-1589.000000
-2.23646498	0.64860499	0.37748700	-1603.000000
-2.21974206	0.83470201	0.37831101	-1652.000000
-2.21562195	0.97190899	0.38011199	-1616.000000
-2.26887488	0.70429999	0.37858599	-1724.000000
-2.20823693	0.71748400	0.37788400	-1538.000000
-2.23609900	0.74568200	0.37831101	-1638.000000
-2.33320594	0.06495700	0.38176000	-1623.000000
-2.20463610	0.94023103	0.37965399	-1634.000000
-2.19758606	0.80961603	0.37889099	-1584.000000
-2.33232093	0.06559800	0.38237000	-1636.000000
-2.19828796	0.87675500	0.37907401	-1656.000000
-2.33122301	0.06260700	0.38215601	-1688.000000
-2.21116590	0.83573902	0.37821999	-1665.000000
-2.33149695	0.06306500	0.38185099	-1659.000000
-2.26158094	0.45124799	0.37867701	-1567.000000
-2.33018494	0.06443800	0.38200399	-1641.000000
-2.19349694	0.89839202	0.37928799	-1622.000000
-2.22261000	0.66551203	0.37797499	-1520.000000
-2.19819593	1.09025598	0.38194299	-1592.000000
-2.15983605	0.95173597	0.38069201	-1546.000000
-2.20347595	0.83363301	0.37846401	-1664.000000
-2.15855408	0.96565199	0.38066101	-1570.000000
-2.32826209	0.06480400	0.38169900	-1621.000000
-2.32823205	0.06578100	0.38169900	-1634.000000
-2.32841492	0.06578100	0.38209501	-1614.000000
-2.22645593	0.62925702	0.37803599	-1512.000000
-2.23481798	0.71961999	0.37794501	-1649.000000
-2.22932410	0.82020599	0.37855500	-1609.000000
-2.21559095	0.78987098	0.37864700	-1649.000000
-2.16490197	1.04212999	0.38136300	-1627.000000
-2.33457899	0.06703200	0.38197300	-1655.000000
-2.33506799	0.06749000	0.38206500	-1662.000000
-2.33406091	0.06828300	0.38191199	-1668.000000
-2.33210802	0.06697100	0.38194299	-1662.000000
-2.33384705	0.06776400	0.38185099	-1668.000000
-2.33207703	0.06822200	0.38194299	-1659.000000
-2.33546400	0.06999200	0.38215601	-1632.000000
-2.33555603	0.06926000	0.38176000	-1671.000000
-2.20619202	1.05656397	0.38154599	-1621.000000
-2.33225989	0.06843600	0.38237000	-1639.000000
-2.20078993	1.02604699	0.38072199	-1632.000000
-2.17924500	0.93141198	0.38035601	-1617.000000
-2.20426893	0.96281397	0.37983701	-1662.000000
-2.33305407	0.07029700	0.38176000	-1650.000000
-2.16004896	0.94270301	0.38050801	-1596.000000
-2.26002502	0.42704800	0.37840301	-1534.000000
-2.19001794	1.05592299	0.38157699	-1611.000000
-2.20896912	0.90757799	0.37944001	-1635.000000
-2.23258996	0.65837097	0.37730399	-1578.000000
-2.30497694	0.47862199	0.37858599	-1665.000000
-2.19877601	0.73884600	0.37825000	-1526.000000
-2.25288391	0.50721699	0.37770101	-1563.000000
-2.25108290	0.46601900	0.37818900	-1433.000000
-2.32914710	0.06953400	0.38148499	-1596.000000
-2.26008606	0.76188701	0.37855500	-1688.000000
-2.32884192	0.07017500	0.38182101	-1576.000000
-2.34138489	0.07090800	0.38197300	-1699.000000
-2.25923204	0.74174500	0.37855500	-1681.000000
-2.34208703	0.07197600	0.38209501	-1699.000000
-2.34309411	0.07273900	0.38188201	-1679.000000
-2.34086609	0.07267800	0.38191199	-1692.000000
-2.34156799	0.07307400	0.38203400	-1686.000000
-2.34004211	0.07417300	0.38215601	-1656.000000
-2.20704699	0.66978502	0.37834200	-1448.000000
-2.21339393	0.64341700	0.37809801	-1444.000000
-2.21781898	0.94264197	0.37977600	-1651.000000
-2.26820397	0.63813800	0.37779200	-1631.000000
-2.20628405	1.09718299	0.38237000	-1540.000000
-2.33616590	0.07222000	0.38188201	-1682.000000
-2.33723402	0.07115200	0.38166800	-1694.000000
-2.14097595	1.04423499	0.38191199	-1605.000000
-2.23585510	0.80494702	0.37907401	-1676.000000
-2.24641395	0.46504200	0.37852499	-1429.000000
-2.28156996	0.50395203	0.37724301	-1631.000000
-2.33610511	0.07405100	0.38188201	-1664.000000
-2.23210096	0.82191497	0.37867701	-1570.000000
-2.34251404	0.07426500	0.38218701	-1633.000000
-2.30009508	0.45823699	0.37828100	-1599.000000
-2.30412292	0.51911902	0.37831101	-1684.000000
-2.34303308	0.07606500	0.38151601	-1611.000000
-2.24430799	0.84150702	0.37889099	-1663.000000
-2.25367689	0.44178799	0.37818900	-1497.000000
-2.34028602	0.07551600	0.38182101	-1615.000000
-2.34132409	0.07554600	0.38160700	-1602.000000
-2.22355700	0.65302998	0.37754801	-1584.000000
-2.34028602	0.07597400	0.38182101	-1592.000000
-2.34272790	0.07640100	0.38185099	-1597.000000
-2.16062903	1.05629003	0.38209501	-1636.000000
-2.21522498	0.66856402	0.37806699	-1530.000000
-2.22074890	0.84520000	0.37867701	-1652.000000
-2.19645691	0.74153101	0.37876901	-1482.000000
-2.16572595	0.92363000	0.37977600	-1586.000000
-2.22062707	0.63728303	0.37785301	-1544.000000
-2.23423791	0.66832000	0.37764001	-1563.000000
-2.16154504	1.04713404	0.38197300	-1619.000000
-2.34147596	0.07637000	0.38203400	-1594.000000
-2.24131799	0.62785298	0.37766999	-1589.000000
-2.23863196	0.68766803	0.37809801	-1649.000000
-2.21836901	0.62953198	0.37825000	-1403.000000
-2.22050500	0.91957098	0.37992901	-1687.000000
-2.30577111	0.44050601	0.37864700	-1605.000000
-2.18278503	0.82533300	0.37864700	-1540.000000
-2.33924890	0.07594300	0.38203400	-1615.000000
-2.20390296	0.75392199	0.37794501	-1578.000000
-2.21543908	1.00389099	0.38017300	-1646.000000
-2.16880798	0.91947901	0.37995899	-1539.000000
-2.33784509	0.07441700	0.38179001	-1635.000000
-2.26713610	0.50703400	0.37770101	-1586.000000
-2.19950891	0.76805103	0.37803599	-1594.000000
-2.33854699	0.07737700	0.38154599	-1644.000000
-2.33918810	0.07768200	0.38203400	-1647.000000
-2.15980506	0.95060700	0.38062999	-1563.000000
-2.33604407	0.07655300	0.38188201	-1640.000000
-2.33625793	0.07685900	0.38194299	-1635.000000
-2.33720398	0.07762100	0.38209501	-1655.000000
-2.33342004	0.07212800	0.38218701	-1632.000000
-2.33250403	0.07167100	0.38166800	-1657.000000
-2.33567810	0.07112100	0.38218701	-1653.000000
-2.33454895	0.07035800	0.38160700	-1676.000000
-2.25495911	0.51683003	0.37800601	-1546.000000
-2.33576989	0.07148700	0.38145399	-1696.000000
-2.18104601	0.92628503	0.37953201	-1628.000000
-2.33402991	0.07173200	0.38154599	-1675.000000
-2.33418298	0.07215900	0.38194299	-1659.000000
-2.33323693	0.07139600	0.38179001	-1650.000000
-2.24800110	0.48500100	0.37870800	-1472.000000
-2.33497596	0.07359300	0.38133201	-1665.000000
-2.33366394	0.07353200	0.38185099	-1648.000000
-2.24305701	0.71766698	0.37757900	-1668.000000
-2.21165490	0.69773901	0.37815899	-1521.000000
-2.32862902	0.07127400	0.38139299	-1603.000000
-2.27079797	0.43162501	0.37803599	-1603.000000
-2.33158898	0.07063300	0.38151601	-1628.000000
-2.33079505	0.07060200	0.38176000	-1614.000000
-2.33128405	0.07096900	0.38185099	-1616.000000
-2.32856798	0.07090800	0.38176000	-1589.000000
-2.32932997	0.07157900	0.38151601	-1616.000000
-2.22474694	0.92567402	0.37934899	-1691.000000
-2.33119202	0.07347100	0.38185099	-1624.000000
-2.23970008	0.74690199	0.37776199	-1641.000000
-2.14506507	1.00492895	0.38130200	-1579.000000
-2.24116492	0.84626800	0.37907401	-1651.000000
-2.32017493	0.45301801	0.37901300	-1675.000000
-2.32926893	0.07310500	0.38151601	-1649.000000
-2.21656799	0.76557899	0.37825000	-1644.000000
-2.22358704	0.69285601	0.37791401	-1584.000000
-2.18617201	0.83015400	0.37907401	-1586.000000
-2.19526696	0.72901899	0.37831101	-1508.000000
-2.23674011	0.69209301	0.37803599	-1622.000000
-2.33213806	0.07606500	0.38163799	-1648.000000
-2.33402991	0.07679700	0.38194299	-1653.000000
-2.33555603	0.07618700	0.38182101	-1626.000000
-2.21489000	0.98091102	0.38020301	-1652.000000
-2.22254896	0.75422698	0.37818900	-1594.000000
-2.15419006	0.94813502	0.38038599	-1483.000000
-2.20713806	1.04035902	0.38099700	-1624.000000
-2.32078600	0.47627300	0.37907401	-1719.000000
-2.32832289	0.07453900	0.38099700	-1637.000000
-2.33195496	0.07423400	0.38157699	-1624.000000
-2.20423889	1.06242394	0.38127100	-1621.000000
-2.32872009	0.07594300	0.38145399	-1642.000000
-2.33158898	0.07670600	0.38191199	-1653.000000
-2.33061194	0.07637000	0.38176000	-1640.000000
-2.33183289	0.07789600	0.38157699	-1648.000000
-2.18498206	1.01542699	0.38087499	-1631.000000
-2.33106995	0.07713300	0.38185099	-1640.000000
-2.32890296	0.07734700	0.38148499	-1664.000000
-2.22142005	0.77656603	0.37806699	-1633.000000
-2.32527208	0.06428500	0.38194299	-1609.000000
-2.32777405	0.06251500	0.38197300	-1656.000000
-2.32755995	0.06361400	0.38157699	-1632.000000
-2.23136902	0.89106798	0.37941000	-1605.000000
-2.25013709	0.49412501	0.37828100	-1491.000000
-2.20164490	1.04563904	0.38096601	-1625.000000
-2.19761705	0.78120399	0.37882999	-1584.000000
-2.24214196	0.84779400	0.37928799	-1586.000000
-2.32722497	0.06544500	0.38191199	-1623.000000
-2.24882507	0.73332202	0.37809801	-1593.000000
-2.32603502	0.06474300	0.38169900	-1609.000000
-2.23930407	0.49934399	0.37855500	-1414.000000
-2.32597399	0.06504800	0.38206500	-1588.000000
-2.32548499	0.06538400	0.38197300	-1597.000000
-2.32032800	0.06416300	0.38188201	-1480.000000
-2.25752306	0.76728803	0.37843299	-1642.000000
-2.32313490	0.06312600	0.38157699	-1606.000000
-2.29951501	0.48823500	0.37803599	-1643.000000
-2.18705702	0.85810900	0.37895200	-1609.000000
-2.22709703	0.68565398	0.37809801	-1564.000000
-2.32133508	0.06419400	0.38166800	-1545.000000
-2.16984606	1.06993103	0.38243100	-1623.000000
-2.32328796	0.06636000	0.38163799	-1629.000000
-2.21076989	0.93965101	0.37971500	-1633.000000
-2.19081092	0.87678498	0.37910500	-1626.000000
-2.17985511	1.01631200	0.38136300	-1617.000000
-2.19905090	0.95365900	0.38005099	-1649.000000
-2.29444909	0.41737401	0.37879899	-1631.000000
-2.32102990	0.06526200	0.38200399	-1491.000000
-2.32200599	0.06633000	0.38179001	-1604.000000
-2.21095300	0.79863000	0.37803599	-1604.000000
-2.32518005	0.06675700	0.38194299	-1641.000000
-2.15141296	1.05043006	0.38191199	-1649.000000
-2.32795691	0.06648300	0.38163799	-1660.000000
-2.27897596	0.45664999	0.37828100	-1605.000000
-2.20176697	0.91578698	0.37965399	-1652.000000
-2.16838098	0.91969299	0.38029501	-1557.000000
-2.31086707	0.48286399	0.37889099	-1637.000000
-2.24675012	0.75151098	0.37791401	-1613.000000
-2.26460290	0.73579401	0.37831101	-1718.000000
-2.32716393	0.06901600	0.38154599	-1600.000000
-2.19987512	0.73628199	0.37828100	-1524.000000
-2.15522790	1.01588404	0.38124099	-1589.000000
-2.15382409	0.98152202	0.38062999	-1582.000000
-2.32594299	0.06941200	0.38133201	-1582.000000
-2.32588196	0.07008400	0.38169900	-1551.000000
-2.32533312	0.06968700	0.38197300	-1548.000000
-2.21214294	1.04432702	0.38078299	-1615.000000
-2.24446106	0.47215301	0.37843299	-1449.000000
-2.18861389	1.04814100	0.38124099	-1615.000000
-2.21986389	0.72242701	0.37803599	-1610.000000
-2.28245497	0.47947699	0.37770101	-1622.000000
-2.32109094	0.06739800	0.38127100	-1638.000000
-2.23686194	0.76597601	0.37794501	-1639.000000
-2.32420301	0.06938200	0.38142401	-1569.000000
-2.32344103	0.06935100	0.38166800	-1557.000000
-2.32365394	0.07002300	0.38169900	-1532.000000
-2.19996595	1.09242201	0.38154599	-1540.000000
-2.27815199	0.45826700	0.37818900	-1622.000000
-2.21311998	0.64408898	0.37846401	-1413.000000
-2.27284193	0.46598801	0.37797499	-1582.000000
-2.21470594	0.98750299	0.37980700	-1629.000000
-2.16038489	1.00599694	0.38133201	-1593.000000
-2.17695594	0.85603303	0.37919599	-1515.000000
-2.25758410	0.46104401	0.37870800	-1525.000000
-2.21052599	0.71897900	0.37831101	-1580.000000
-2.31852698	0.06846600	0.38160700	-1514.000000
-2.24537706	0.47389200	0.37828100	-1411.000000
-2.18080091	1.02384901	0.38084400	-1641.000000
-2.31895399	0.07023600	0.38169900	-1481.000000
